Nc1ccc(cc1)[S](O)(=O)=O,1,3.18
Nc1ccc(cn1)[N+]([O-])=O,1,2.80
Nc1cccc(I)c1,1,3.59
COC(=O)c1cccnc1,1,3.13
COC(=O)c1ccncc1,1,3.26
COC1(C=CC=CC1O)N=O,1,6.48
COCC(O)=O,1,3.53
COCCC(O)=O,1,4.71
COCCN,1,9.48
CON,1,4.65
CON(C)C,1,3.65
O=C1NC=CC(=O)N1,1,9.31
COC(=O)C[C@H](N)C([O-])=O,1,8.50
COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,1,7.24
COC(=O)[C@@H](N)Cc1ccccc1,1,6.88
COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,1,6.34
COC(=O)c1ccc2cccc(O)c2n1,1,9.25
COC(=O)c1ccccc1O,1,9.97
COC(=O)c1ccccn1,1,2.21
Nc1ncccn1,1,3.89
Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,1,3.60
Nc1ncnc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,1,3.77
Nc1ncnc2nc[nH]c12,1,4.26
Nc1sccn1,1,5.57
Nc1scnn1,1,2.78
O=C(CC(=O)c1occc1)c2occc2,1,8.15
O=C1CCNCCNC(=O)CC(=O)NCCN1,1,8.11
COc1ccc(cc1)c2ccc(NN)nn2,1,5.57
COc1cccc(C(O)=O)c1OC,1,3.50
COc1cccc(C=O)c1O,1,7.91
COc1cccc(N)c1,1,4.21
COc1cccc(O)c1,1,9.65
COc1cccc(OCC(O)=O)c1,1,3.14
COc1cccc(S)c1,1,6.38
COc1cccc(SCC(O)=O)c1,1,3.28
COc1ccc(O)cc1,1,10.09
COc1ccc(OCC(O)=O)cc1,1,3.21
COc1ccc(S)cc1,1,6.78
COc1ccc(SCC(O)=O)cc1,1,3.43
COc1ccc([Se]CC(O)=O)cc1,1,3.75
COc1ccc(cc1)C(=O)N(C)O,1,8.56
COc1ccc(cc1)C(=O)NO,1,8.65
COc1ccc(cc1)C(O)=O,1,4.37
Nc1ccncc1[N+]([O-])=O,1,5.05
COc1ccc(C=O)cc1O,1,8.89
COc1ccc(CC(O)=O)cc1,1,4.36
COc1ccc(CC(O)=O)cc1OC,1,4.33
COc1ccc(CCN)cc1OC,1,9.87
COc1ccc(CN)cc1,1,9.56
COc1ccc(N)c(N)c1,1,5.10
