SMILES,pKa_num,pKa_value
C[C@@H](N)C(=O)N[C@H](C)C(=O)N[C@H](C)C(O)=O,2,"[3.28, 7.95]"
CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,2,"[3.33, 7.81]"
CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,2,"[3.42, 8.03]"
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,2,"[3.23, 7.75]"
Cc1ccc(O)cn1,2,"[5.44, 8.96]"
Cc1cc(ccc1O)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)c(C)c4,2,"[1.0, 7.95]"
C[P](O)(O)=O,2,"[2.16, 7.49]"
Cc1ccc2cccc(O)c2n1,2,"[5.65, 10.04]"
Cc1ccc2cccc(S)c2n1,2,"[2.22, 8.99]"
Cc1ccc(CNCCN)cc1,2,"[6.51, 9.41]"
CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,2,"[3.55, 7.98]"
C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,2,"[3.2, 7.9]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,2,"[3.11, 7.88]"
C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(O)=O,2,"[3.2, 8.02]"
C[C@H](N)C(=O)N[C@H](C)C(O)=O,2,"[3.13, 8.29]"
C[C@H](N)C(=O)N[C@@H](C)C(O)=O,2,"[3.27, 8.15]"
C[C@H](N)C(=O)NCC(=O)NCC(O)=O,2,"[3.27, 7.89]"
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCC(O)=O,2,"[3.46, 8.33]"
CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,2,"[3.82, 8.11]"
CC(C)(N)C(=O)NC(C)(C)C(O)=O,2,"[3.67, 8.26]"
CC(C)(N)C(O)=O,2,"[2.34, 10.1]"
Oc1ccc(cc1O)[N+]([O-])=O,2,"[6.69, 10.83]"
CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,2,"[3.33, 7.87]"
CC(C)(N)CN,2,"[6.46, 9.75]"
CC(C)(NC(=O)CN)C(=O)NCC(O)=O,2,"[3.33, 8.2]"
C[C@H](NC(=O)CNC(=O)CN)C(O)=O,2,"[3.18, 7.9]"
C[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)CN)C(O)=O,2,"[3.37, 7.86]"
C[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[2.83, 7.19]"
C[C@H](N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,2,"[2.99, 7.95]"
C[C@H](NC(=O)[C@@H]1CCCN1)C(O)=O,2,"[3.27, 8.98]"
C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(O)=O,2,"[3.27, 7.99]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1)C(O)=O,2,"[3.1, 8.37]"
C[C@H](O)[C@H](N)C(O)=O,2,"[2.11, 8.92]"
C[C@H]1CN[C@@H](C)CN1,2,"[5.32, 9.76]"
C[C@H]1CN[C@H](C)CN1,2,"[5.37, 9.58]"
C[C@](N)(CCC(O)=O)C(O)=O,2,"[4.05, 9.72]"
C(c1[nH]ccn1)c2[nH]ccn2,2,"[4.66, 6.87]"
CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[2.87, 6.99]"
C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3,"[2.68, 6.74, 8.06]"
CC(C)C[C@@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3,"[2.9, 8.34, 10.36]"
CC(C)(N)[P](O)(O)=O,3,"[0.6, 5.82, 10.3]"
Oc1ccccc1CC2C(=O)NCCNCCCNCCNC2=O,3,"[5.72, 9.37, 9.97]"
Oc1cc(cc2cc(cc(N=Nc3cc(c4cccnc4c3O)[S](O)(=O)=O)c12)[S](O)(=O)=O)[S](O)(=O)=O,3,"[3.81, 8.33, 11.46]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(O)=O,3,"[3.25, 4.23, 8.1]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(O)=O,3,"[3.22, 7.96, 9.73]"
C[C@H](NC(=O)[C@@H](N)CC(O)=O)C(O)=O,3,"[2.73, 3.61, 7.99]"
C[C@H](NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,3,"[1.2, 4.16, 7.98]"
C1CNCCCN(Cc2cc[nH]n2)NC1,3,"[1.86, 6.73, 11.87]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(O)=O)C(O)=O,3,"[3.13, 4.08, 7.77]"
C1CNCCCN(Cc2c[nH]cn2)NC1,3,"[4.91, 7.22, 10.74]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(O)=O,3,"[3.07, 3.6, 7.69]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3,"[3.21, 7.9, 10.26]"
OC(=O)CN(CC(O)=O)c1ccc(c2cc(cc(O)c12)[S](O)(=O)=O)[S](O)(=O)=O,3,"[2.58, 3.87, 9.48]"
OC(=O)CN=C[P](O)(=O)C=NCC(O)=O,3,"[2.1, 6.55, 9.0]"
OC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,3,"[2.11, 3.31, 6.92]"
O=C1NCCCNCCNCCCNC(=O)C1CCc2ccccn2,3,"[5.23, 6.33, 9.32]"
O=C1NCCNCCCNCCNC(=O)C1CCc2ccccn2,3,"[4.07, 5.89, 9.58]"
O=C1NCCNCCNCCNCCNC(=O)C1Cc2ccccc2,3,"[2.03, 7.43, 9.01]"
OC(=O)CN(CC(O)=O)Cc1ccccn1,3,"[2.68, 2.72, 8.2]"
OC(=O)CN(CC(O)=O)c1c(O)cc(c2ccccc12)[S](O)(=O)=O,3,"[2.16, 3.38, 8.85]"
OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,3,"[1.9, 2.75, 9.63]"
CN1CCCN2CCN(C)CCN(CCC1)CCN(C)CC2,3,"[3.43, 9.53, 11.83]"
O=C1CC(=O)NCCNCCNCCNCCN1,3,"[2.29, 8.22, 9.4]"
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,3,"[1.9, 3.99, 6.709999999999999]"
CN(CCN1CCNCC1)CCN2CCNCC2,3,"[7.38, 8.65, 9.12]"
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,3,"[2.95, 7.02, 9.78]"
CN1CCN(CC1)CCN(C)CCN2CCN(C)CC2,3,"[6.97, 7.75, 8.16]"
OCC(O[P](O)(=O)O[P](O)(O)=O)C(O)=O,3,"[3.19, 6.195, 7.53]"
CCC1C(=O)NCCNCCNCCNCCNC1=O,3,"[2.0, 7.98, 9.31]"
OC(=O)C[P](O)(O)=O,3,"[2.0, 4.78, 7.84]"
OC(=O)\C=C/c1ccc(O)c(O)c1,3,"[4.43, 8.64, 12.5]"
OC(=O)[P](O)(O)=O,3,"[1.7, 3.6, 7.57]"
NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,3,"[1.0, 4.46, 6.5]"
CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,3,"[2.58, 6.0, 7.5]"
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(O)=O,3,"[3.46, 7.44, 9.82]"
NC([C@H](O)c1ccccc1)C(O)=O,3,"[2.22, 8.95, 10.04]"
CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3,"[2.96, 6.57, 7.59]"
NC(C(O)=O)C(O)=O,3,"[1.8, 2.94, 9.22]"
NC(Cc1ccccc1O)C(O)=O,3,"[2.41, 8.67, 11.01]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,3,"[3.15, 4.01, 8.05]"
C[C@@H](O[P](O)(O)=O)[C@H](N)C(O)=O,3,"[2.25, 5.83, 9.67]"
C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3,"[2.62, 6.89, 8.14]"
Cc1ncc(CO)c(CN)c1O,3,"[3.38, 8.05, 10.6]"
C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,3,"[2.63, 6.8, 8.16]"
C[C@@H](NC(=O)[C@@H](N)CCCCN)C(O)=O,3,"[2.89, 7.63, 10.52]"
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,3,"[3.05, 7.66, 9.79]"
O[P](O)(=O)C1CCCCN1,3,"[2.0, 5.74, 11.31]"
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,3,"[3.52, 7.77, 9.59]"
O[P](O)(=O)C1(CCC(=O)N1)[P](O)(O)=O,3,"[2.25, 6.75, 10.69]"
CC(C)C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,3,"[3.02, 7.86, 10.38]"
CN(O)C(=O)CCOCC(C)(COCCC(=O)N(C)O)COCCC(=O)N(C)O,3,"[8.26, 8.99, 9.75]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,3,"[3.16, 7.36, 10.09]"
O=C1CNCC(=O)NCCCNCCNCCCN1,3,"[5.1, 6.39, 9.41]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(O)=O,3,"[2.98, 7.25, 9.61]"
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,3,"[3.25, 7.23, 9.99]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=N)C(O)=O,3,"[2.81, 7.62, 9.82]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccccc2)C(O)=O,3,"[2.86, 7.66, 9.99]"
N[C@@H](Cc1ccc(O)cc1)C(O)=O,3,"[2.24, 9.04, 10.1]"
OC(=O)c1ccc(C(O)=O)c(c1)C(O)=O,3,"[2.42, 3.71, 5.01]"
OC(=O)c1ccc(O)c(O)c1,3,"[4.3, 8.75, 13.0]"
OC(=O)c1ccccc1N=Nc2cc(c3cccnc3c2O)[S](O)(=O)=O,3,"[3.34, 3.63, 9.02]"
OC(=O)c1cccc(C(O)=O)c1C(O)=O,3,"[2.665, 3.9299999999999997, 5.635]"
OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,3,"[3.01, 3.71, 4.49]"
N[C@@H](CS)C(=O)NCC(O)=O,3,"[3.15, 6.91, 9.3]"
N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,3,"[2.72, 5.88, 7.6]"
O=C1CNCC(=O)NCCNCCNCCN1,3,"[4.22, 5.03, 8.94]"
O=C1CNCC(=O)NCCNCCNCCNCCN1,3,"[2.0, 6.98, 8.58]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N4CCC[C@H]4C(=O)NCC(O)=O,3,"[3.36, 7.42, 9.81]"
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(O)=O,3,"[3.22, 7.37, 10.09]"
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,3,"[3.14, 7.62, 9.92]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,3,"[3.09, 7.24, 9.82]"
N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O,3,"[2.94, 4.34, 7.42]"
N[C@@H](C(O)CC(O)=O)C(O)=O,3,"[2.09, 4.08, 9.06]"
N[C@@H](CCC(O)=O)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,3,"[3.09, 4.2, 7.97]"
N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,3,"[2.91, 4.11, 8.04]"
N[C@@H](CCC(O)=O)C(O)=O,3,"[2.16, 4.15, 9.58]"
N[C@@H](CC(O)=O)C(=O)NCC(O)=O,3,"[2.82, 3.67, 8.03]"
N[C@@H](CC(O)=O)C(O)=O,3,"[1.95, 3.71, 9.66]"
NCc1cccc(n1)c2cccc(CN)n2,3,"[1.2, 8.39, 9.11]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,3,"[3.14, 7.47, 9.79]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(O)=O,3,"[3.19, 7.81, 9.91]"
NCCC[P](O)(O)=O,3,"[1.6, 6.88, 11.04]"
NCCc1ccc(O)c(O)c1,3,"[8.88, 10.41, 13.1]"
NCCN1CCN(CCN)CC1,3,"[5.14, 8.98, 9.64]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,3,"[4.0, 7.27, 9.85]"
CNCCCNCCCN,3,"[7.03, 9.69, 10.68]"
NCC(=O)N[C@@H](CS)C(O)=O,3,"[2.73, 8.04, 9.48]"
NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3,"[2.9, 6.73, 7.99]"
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,3,"[3.1, 6.56, 8.0]"
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3,"[2.52, 6.7, 8.14]"
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(O)=O,3,"[3.36, 7.92, 9.78]"
NCCCCNCCCN,3,"[8.4, 9.83, 10.85]"
NCC(=O)NCC(=O)N[C@@H](CS)C(O)=O,3,"[3.07, 7.82, 9.48]"
NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,3,"[2.82, 6.72, 8.02]"
NCC(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3,"[3.19, 7.91, 9.75]"
NCC(=O)NC(CO[P](O)(O)=O)C(O)=O,3,"[2.91, 6.03, 8.42]"
NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O,3,"[2.92, 7.16, 10.49]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(=O)N2CCC[C@H]2C(=O)NCC(O)=O,3,"[3.41, 8.12, 10.24]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CN)C(O)=O,3,"[3.19, 8.03, 9.88]"
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,3,"[2.46, 4.4, 8.53]"
NC1(CCCC1)[P](O)(O)=O,3,"[1.0, 5.83, 10.17]"
NCC(O)c1ccc(O)c(O)c1,3,"[8.61, 9.62, 12.9]"
NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,3,"[2.54, 6.79, 9.35]"
NC1CNCCNCCCNCCNC1,3,"[6.08, 9.94, 11.41]"
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3,"[3.23, 7.79, 10.13]"
CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3,"[3.14, 8.07, 10.3]"
CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,3,"[3.28, 4.49, 7.74]"
OC(C(CC(O)=O)C(O)=O)C(O)=O,3,"[3.05, 4.3, 5.74]"
OC([P](O)(O)=O)[P](O)(O)=O,3,"[2.6, 6.78, 10.26]"
CC1(C)NCCCNCCNCCCNC1(C)C,3,"[3.7, 10.19, 12.2]"
CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O,3,"[3.0, 6.38, 7.7]"
NCCCC(C(O)=O)C(O)=O,3,"[2.52, 4.86, 10.45]"
NCCN1CCCN(CCN)CC1,3,"[6.19, 9.18, 9.7]"
NCCN1CCCN(CCN)CCC1,3,"[6.03, 9.42, 10.78]"
NCCN1CCCNCC1,3,"[2.8, 9.22, 10.09]"
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,3,"[3.39, 7.41, 10.11]"
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,3,"[3.02, 8.14, 9.98]"
NCC(N)CN,3,"[3.66, 7.9, 9.55]"
NCCNCc1ccccn1,3,"[2.73, 5.91, 9.46]"
CC(C(O)=O)[P](O)(O)=O,3,"[1.8, 5.15, 8.54]"
CC(=O)N(O)CCCOCC(C)(COCCCN(O)C(C)=O)COCCCN(O)C(C)=O,3,"[8.39, 9.02, 9.69]"
OC(=O)CCc1ccc(O)c(O)c1,3,"[4.4, 9.5, 13.7]"
OC(=O)CN(CC(O)=O)c1cccc(O)c1,3,"[2.54, 4.93, 11.0]"
OC(=O)CC[P](O)(O)=O,3,"[2.26, 4.574999999999999, 7.73]"
OC(=O)CC(S)C(O)=O,3,"[3.09, 4.57, 10.38]"
OC(=O)CNCc1ccccn1,3,"[2.19, 2.46, 8.18]"
OC(=O)CC(CC(O)=O)C(O)=O,3,"[3.47, 4.51, 5.85]"
OC(=O)CC(O)(CC(O)=O)C(O)=O,3,"[2.9, 4.35, 5.72]"
OC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,3,"[2.14, 3.55, 6.56]"
OC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(O)=O)CC(O)=O,3,"[2.22, 3.45, 6.34]"
OC(=O)Cc1ccc(O)c(O)c1,3,"[4.14, 9.41, 13.7]"
OC(=O)CSCCN(CC(O)=O)CC(O)=O,3,"[2.0, 3.53, 8.82]"
OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,3,"[2.2, 2.99, 7.73]"
OC(=O)CNc1cccc2cccnc12,3,"[1.9, 2.98, 4.26]"
OC(=O)CN(CC(O)=O)c1ccc(O)cc1,3,"[2.22, 5.19, 10.92]"
Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,3,"[2.62, 3.45, 8.31]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,3,"[3.04, 7.54, 10.19]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C)C(O)=O,3,"[3.18, 7.73, 10.38]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,3,"[3.29, 4.22, 8.29]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3,"[3.22, 3.85, 7.96]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)NCC(O)=O,3,"[3.21, 4.02, 8.33]"
C[C@H](N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3,"[3.18, 4.07, 7.9]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3,"[3.42, 7.64, 10.24]"
C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3,"[3.47, 7.9, 10.47]"
CC(C)([P](O)(O)=O)[P](O)(O)=O,3,"[2.98, 7.78, 11.8]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(O)=O,3,"[3.19, 7.86, 10.25]"
C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CN)C(O)=O,3,"[3.04, 6.63, 7.87]"
C[C@H](N)C(=O)N[C@@H](CS)C(O)=O,3,"[2.89, 7.98, 9.52]"
C[C@H](NC(=O)[C@@H](N)CCCCN)C(O)=O,3,"[3.11, 7.51, 10.59]"
C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,3,"[3.38, 7.51, 9.98]"
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14,3,"[0.0, 2.88, 6.86]"
C[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,3,"[3.19, 7.74, 10.18]"
[Na+].[Na+].[Na+].Cc1cc(cc(C([O-])=O)c1O)C(=C/2C=C(C)C(=O)C(=C2)C([O-])=O)\c3ccccc3[S]([O-])(=O)=O,3,"[2.26, 5.44, 11.8]"
N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,"[2.6, 5.66, 6.7, 7.52]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,4,"[3.17, 4.48, 7.69, 10.09]"
N[C@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,"[2.18, 5.32, 6.73, 7.82]"
ON1CCOCCOCCN(O)C(=O)CCNCCOCCOCCNCCC1=O,4,"[4.14, 7.7, 9.21, 9.86]"
FO[P](=O)(CC[P](=O)(OF)OF)OF,4,"[1.1, 2.0, 4.49, 6.3]"
O[P](O)(=O)CCCCCCCCCC[P](O)(O)=O,4,"[2.1, 3.15, 7.74, 8.83]"
O[P](O)(=O)O[P](O)(O)=O,4,"[0.8, 1.9, 6.036666666666666, 8.513333333333334]"
N[C@@H](CO[P](O)(O)=O)C(O)=O,4,"[0.7, 2.14, 5.7, 9.8]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,4,"[2.74, 7.61, 9.75, 10.12]"
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,4,"[2.2, 8.75, 9.81, 13.4]"
N[C@@H](Cc1ccc(O)c(N)c1)C(O)=O,4,"[2.0, 4.48, 9.09, 10.19]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(O)=O,4,"[3.21, 7.33, 9.68, 10.47]"
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,4,"[2.08, 3.49, 8.64, 9.51]"
CN1CCNCCNCCN(C)CCNCCNCC1,4,"[3.84, 7.76, 9.09, 9.78]"
CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,4,"[2.59, 7.53, 9.11, 9.75]"
NO[P](O)(=O)C(c1ccccc1)[P](O)(O)=O,4,"[1.6, 5.29, 8.17, 10.29]"
NCCCNCCCCNCCCN,4,"[7.91, 8.85, 9.99, 10.82]"
OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,4,"[2.41, 3.4, 8.9, 10.4]"
NCCCC[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,"[2.76, 4.2, 7.5, 10.29]"
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CN)C(O)=O,4,"[3.12, 7.98, 10.12, 10.48]"
NCCCN1CCCNCCCNCCC1,4,"[2.2, 5.99, 9.9, 12.0]"
C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,"[3.89, 4.62, 7.85, 8.74]"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(O)=O,4,"[2.74, 7.42, 9.81, 10.78]"
C1CNCCNCCCNCCNC1,4,"[1.6, 2.1, 10.28, 11.4]"
CN1CCCN(C)CCN(C)CCCN(C)CC1,4,"[2.25, 2.54, 9.02, 9.36]"
CC(C)(S)CNCCNCC(C)(C)S,4,"[5.56, 7.79, 9.72, 10.99]"
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,"[3.43, 3.51, 4.67, 8.31]"
C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,4,"[3.88, 4.66, 8.17, 9.16]"
C(CNCc1c[nH]cn1)NCc2c[nH]cn2,4,"[3.21, 4.26, 6.56, 9.05]"
Cc1ccc(N(CC(O)=O)CC(O)=O)c(c1)N(CC(O)=O)CC(O)=O,4,"[2.85, 3.55, 4.83, 7.029999999999999]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(O)=O,4,"[2.93, 3.5, 4.35, 8.3]"
Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,"[2.27, 3.07, 4.96, 7.1]"
Oc1ccc(cc1O)C(=C\2C=CC(=O)C(=C2)O)/c3ccccc3[S](O)(=O)=O,4,"[0.8, 7.8, 9.76, 12.8]"
C1CNCCCNC(CCNC1)c2c[nH]cn2,4,"[2.0, 5.2, 7.54, 13.0]"
NCCCN1CCCN(CCCN)CC1,4,"[4.84, 8.01, 9.81, 10.05]"
O[P](O)(=O)C(F)(F)[P](O)(O)=O,4,"[1.45, 2.125, 5.720000000000001, 7.895]"
O[P](O)(=O)CCC[P](O)(O)=O,4,"[1.6, 2.81, 7.5, 8.43]"
O[P](O)(=O)CCCC[P](O)(O)=O,4,"[1.7, 2.85, 7.58, 8.38]"
O[P](O)(=O)CCCCCC[P](O)(O)=O,4,"[1.8, 3.07, 7.65, 8.34]"
O=C1CCNCCNCCNCCNCCN1,4,"[2.4, 5.85, 8.92, 9.88]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCC(O)=O)C(O)=O,4,"[2.85, 4.65, 7.85, 10.17]"
CC(O)([P](O)(O)=O)[P](O)(O)=O,4,"[1.8, 2.606666666666667, 6.8566666666666665, 10.513333333333334]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccc(O)cc2)C(O)=O,4,"[2.93, 7.74, 9.73, 10.54]"
C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4,4,"[2.88, 3.3, 4.81, 7.12]"
NCCNCC(F)(F)CNCCN,4,"[2.42, 4.58, 9.11, 9.86]"
NCCCC(O)([P](O)(O)=O)[P](O)(O)=O,4,"[2.72, 8.73, 10.5, 11.6]"
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,4,"[3.04, 3.89, 7.34, 10.48]"
