Ligand,Name
1-Vinylimidazole,1-Vinylimidazole
1-Vinyl-2-methylimidazole,1-Vinyl-2-methylimidazole
1-Vinyl-2-ethylimidazole,1-Vinyl-2-ethylimidazole
2-Phenylimidazole,2-Phenylimidazole
4-Phenylimidazole,4-Phenylimidazole
"Benzo-1,3-diazole (Benzimidazole)",Benzimidazole
1-Methylbenzimidazole,1-Methylbenzimidazole
2-Methylbenzimidazole,2-Methylbenzimidazole
2-Ethylbenzimidazole,2-Ethylbenzimidazole
"1,2-Dimethylbenzimidazole","1,2-Dimethylbenzimidazole"
2-(Hydroxymethyl)imidazole,2-(Hydroxymethyl)imidazole
4-(Hydroxymethyl)imidazole,4-(Hydroxymethyl)imidazole
1-Vinyl-2-(2-hydroxyethyl)imidazole,1-Vinyl-2-(2-hydroxyethyl)imidazole
1-Vinyl-4-(2-hydroxyethyl)imidazole,1-Vinyl-4-(2-hydroxyethyl)imidazole
2-(Hydroxymethyl)benzimidazole,2-(Hydroxymethyl)benzimidazole
1-Methyl-2-(hydroxymethyl)benzimidazole,1-Methyl-2-(hydroxymethyl)benzimidazole
1-Methyl-5-(2-oxo-3-ethyl-4-oxolylmethyl)imidazole (Pilocarpine),Pilocarpine
"5-(4-Imidazolylmethyl)-3,6-dioxo-1,4-diazacyclohexane [Cyclo(Gly-L-His)]","5-(4-Imidazolylmethyl)-3,6-dioxo-1,4-diazacyclohexane [Cyclo(Gly-L-His)]"
"5-(4-Imidazolylmethyl)-3,6-dioxo-2-methyl-1,4-diazacyclohexane [Cyclo(L-Ala-L-His)]","5-(4-Imidazolylmethyl)-3,6-dioxo-2-methyl-1,4-diazacyclohexane [Cyclo(L-Ala-L-His)]"
"5-(4-Imidazolylmethyl)-3,6-dioxo-2-(2-propyl)-1,4-diazacyclohexane [Cyclo(L-Val-L-His)]","5-(4-Imidazolylmethyl)-3,6-dioxo-2-(2-propyl)-1,4-diazacyclohexane [Cyclo(L-Val-L-His)]"
"5-(4-Imidazolylmethyl)-3,6-dioxo-2-(2-methylpropyl)-1,4-diazacyclohexane [Cyclo(L-Leu-L-His)]","5-(4-Imidazolylmethyl)-3,6-dioxo-2-(2-methylpropyl)-1,4-diazacyclohexane [Cyclo(L-Leu-L-His)]"
"5-(4-Imidazolylmethyl)-3,6-dioxo-2-(phenylmethyl)-1,4-diazacyclohexane [Cyclo(L-Phe-L-His)]","5-(4-Imidazolylmethyl)-3,6-dioxo-2-(phenylmethyl)-1,4-diazacyclohexane [Cyclo(L-Phe-L-His)]"
"5-(4-Imidazolylmethyl)-3,6-dioxocyclopenta[a]1,4-diazacyclohexane [Cyclo(L-Pro-L-His)]","5-(4-Imidazolylmethyl)-3,6-dioxocyclopenta[a]1,4-diazacyclohexane [Cyclo(L-Pro-L-His)]"
"2,5-Bis(4-imidazolylmethyl)-3,6-dioxo-1,4-diazacyclohexane [Cyclo(L-His-L-His)]","2,5-Bis(4-imidazolylmethyl)-3,6-dioxo-1,4-diazacyclohexane [Cyclo(L-His-L-His)]"
"2,11-Bis(4-imidazolylmethyl)-3,6,9,12,15,18-hexaoxo-1,4,7,10,13,16-hexaazacyclooctadecane [Cyclo(Gly-His-Gly)2]","2,11-Bis(4-imidazolylmethyl)-3,6,9,12,15,18-hexaoxo-1,4,7,10,13,16-hexaazacyclooctadecane [Cyclo(Gly-His-Gly)2]"
"2,8,14,20-Tetrakis(4-imidazolylmethyl)-3,6,9,12,15,18,21,24-octaoxo-1,4,7,10,13,16,19,22-octaazacyclotetracosane [Cyclo(Gly-His)4]","2,8,14,20-Tetrakis(4-imidazolylmethyl)-3,6,9,12,15,18,21,24-octaoxo-1,4,7,10,13,16,19,22-octaazacyclotetracosane [Cyclo(Gly-His)4]"
2-Mercaptoimidazole,2-Mercaptoimidazole
N-Methyl-2-mercaptoimidazole,N-Methyl-2-mercaptoimidazole
4-(2-Aminoethyl)-2-mercaptoimidazole (2-Mercaptohistamine),2-Mercaptohistamine
L-Pyroglutamyl-L-histidine methyl ester,L-Pyroglutamyl-L-histidine methyl ester
L-Pyroglutamyl-L-histidyl-L-proline amide,L-Pyroglutamyl-L-histidyl-L-proline amide
L-Pyroglutamyl-D-histidyl-L-proline amide,L-Pyroglutamyl-D-histidyl-L-proline amide
Picolyl-L-histidyl-proline amide,Picolyl-L-histidyl-proline amide
Phenylmethyloxycarbonylglycylglycyl-L-histidine methyl ester,Phenylmethyloxycarbonylglycylglycyl-L-histidine methyl ester
Phenylmethyloxycarbonyl-L-prolyl-L-histidylglycinamide,Phenylmethyloxycarbonyl-L-prolyl-L-histidylglycinamide
Phenylmethyloxycarbonylglycylglycyl-L-histidylglycylglycine ethyl ester,Phenylmethyloxycarbonylglycylglycyl-L-histidylglycylglycine ethyl ester
N-Cyano-N'-methyl-N''-[2-(5-methyl-4-imidazolylmethylthio)ethyl]guanidine (Cimetidine),Cimetidine
2-Aminobenzimidazole,2-Aminobenzimidazole
2-(2-Aminoethyl)imidazole (Isohistamine),Isohistamine
4-(Aminomethyl)imidazole,4-(Aminomethyl)imidazole
4-(2-Aminoethyl)imidazole (Histamine),Histamine
4-(2-Methylaminoethyl)imidazole,4-(2-Methylaminoethyl)imidazole
4-(2-Dimethylaminoethyl)imidazole,4-(2-Dimethylaminoethyl)imidazole
L-4-(2-Amino-3-hydroxypropyl)imidazole (Histidinol),Histidinol
L-Histidine methyl ester,L-Histidine methyl ester
2-Hydroxy-3-(4-imidazolyl)propanoic acid methyl ester,2-Hydroxy-3-(4-imidazolyl)propanoic acid methyl ester
L-Histidinamide,L-Histidinamide
N-Acetylhistamine,N-Acetylhistamine
Glycylhistamine,Glycylhistamine
Glycylglycyl-L-histidine methyl ester,Glycylglycyl-L-histidine methyl ester
Glycylglycyl-L-histidine methyl amide,Glycylglycyl-L-histidine methyl amide
Glycylglycyl-L-histidylglycylglycine ethyl ester,Glycylglycyl-L-histidylglycylglycine ethyl ester
"Pyridino[2,3-d]-1,3-diazole (4-Azabenzimidazole)",4-Azabenzimidazole
2-(2-Pyridyl)imidazole,2-(2-Pyridyl)imidazole
4-(2-Pyridyl)imidazole,4-(2-Pyridyl)imidazole
"2,2'-Diimidazolyl","2,2'-Diimidazolyl"
Bis(2-imidazolyl)methane,Bis(2-imidazolyl)methane
"N,N'-Bis(4-imidazolylmethyl)ethylenediamine","N,N'-Bis(4-imidazolylmethyl)ethylenediamine"
"1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane","1,9-Di-4-imidazolyl-5-oxa-2,8-diazanonane"
"1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane","1,10-Di-4-imidazolyl-5,6-dithia-2,9-diazadecane"
"1,9-Di-4-imidazolyl-2,5,8-triazanonane (4-IMDIEN)",4-IMDIEN
"1,11-Di-2-imidazolyl-2,6,10-triazaundecane (2-IMDPT)",2-IMDPT
"1,11-Di-4-imidazolyl-2,6,10-triazaundecane (4-IMDPT)",4-IMDPT
"5-Amino-3-methyl-1,2,4-thiadiazole","5-Amino-3-methyl-1,2,4-thiadiazole"
"1,2,3-Triazole","1,2,3-Triazole"
"4,5-Dibromo-1,2,3-triazole","4,5-Dibromo-1,2,3-triazole"
Benzotriazole,Benzotriazole
"1,2,4-Triazole","1,2,4-Triazole"
"1,2,4-Triazolidin-3,5-dione (Urazole)",Urazole
"3-Amino-1,2,4-triazole","3-Amino-1,2,4-triazole"
"4-Amino-1,2,4-triazole","4-Amino-1,2,4-triazole"
"4-Amino-1,2,4-triazolidin-3,5-dione (Urazine)",Urazine
"1,2,3,4-Thiatriazol-5-thiol","1,2,3,4-Thiatriazol-5-thiol"
Tetrazole,Tetrazole
5-Methyltetrazole,5-Methyltetrazole
5-Cyclopropyltetrazole,5-Cyclopropyltetrazole
5-Phenyltetrazole,5-Phenyltetrazole
5-Trifluoromethyltetrazole,5-Trifluoromethyltetrazole
5-Hydroxytetrazole,5-Hydroxytetrazole
5-Phenoxytetrazole,5-Phenoxytetrazole
5-Methylthiotetrazole,5-Methylthiotetrazole
Pyridine (Azine),Azine
2-Methylpyridine (2-Picoline),2-Picoline
2-Ethylpyridine,2-Ethylpyridine
2-(Propyl)pyridine,2-(Propyl)pyridine
3-Methylpyridine (3-Picoline),3-Picoline
3-Ethylpyridine,3-Ethylpyridine
4-Methylpyridine (4-Picoline),4-Picoline
4-Ethylpyridine,4-Ethylpyridine
4-(2-Methyl-2-propyl)pyridine,4-(2-Methyl-2-propyl)pyridine
"2,3-Dimethylpyridine (2,3-Lutidine)","2,3-Lutidine"
"2,4-Dimethylpyridine (2,4-Lutidine)","2,4-Lutidine"
"2,5-Dimethylpyridine (2,5-Lutidine)","2,5-Lutidine"
"2,6-Dimethylpyridine (2,6-Lutidine)","2,6-Lutidine"
"3,4-Dimethylpyridine (3,4-Lutidine)","3,4-Lutidine"
"3,5-Dimethylpyridine (3,5-Lutidine)","3,5-Lutidine"
5-Ethyl-2-methylpyridine,5-Ethyl-2-methylpyridine
3-Ethyl-4-methylpyridine,3-Ethyl-4-methylpyridine
"2,3,6-Trimethylpyridine (2,3,6-Collidine)","2,3,6-Collidine"
"2,4,6-Trimethylpyridine (2,4,6-Collidine)","2,4,6-Collidine"
2-Vinylpyridine,2-Vinylpyridine
2-Prop-2-enylpyridine (2-Allylpyridine),2-Allylpyridine
2-But-3-enylpyridine,2-But-3-enylpyridine
2-Pent-4-enylpyridine,2-Pent-4-enylpyridine
4-Vinylpyridine,4-Vinylpyridine
2-Phenylpyridine,2-Phenylpyridine
3-Phenylpyridine,3-Phenylpyridine
4-Phenylpyridine,4-Phenylpyridine
2-Benzylpyridine,2-Benzylpyridine
3-Cyanopyridine,3-Cyanopyridine
3-(Cyanomethyl)pyridine,3-(Cyanomethyl)pyridine
4-Cyanopyridine,4-Cyanopyridine
"4-Cyano-2,6-dimethylpyridine","4-Cyano-2,6-dimethylpyridine"
2-Nitropyridine,2-Nitropyridine
3-Nitropyridine,3-Nitropyridine
4-Nitropyridine,4-Nitropyridine
"2,6-Dimethyl-3-nitropyridine","2,6-Dimethyl-3-nitropyridine"
"2,6-Dimethyl-4-nitropyridine","2,6-Dimethyl-4-nitropyridine"
"2,4,6-Trimethyl-3-nitropyridine","2,4,6-Trimethyl-3-nitropyridine"
2-Chloropyridine,2-Chloropyridine
3-Chloropyridine,3-Chloropyridine
"4-Chloro-2,6-dimethylpyridine","4-Chloro-2,6-dimethylpyridine"
2-Bromopyridine,2-Bromopyridine
3-Bromopyridine,3-Bromopyridine
4-Bromopyridine,4-Bromopyridine
"4-Bromo-2,6-dimethylpyridine","4-Bromo-2,6-dimethylpyridine"
3-Iodopyridine,3-Iodopyridine
"2,6-Dimethylpyridine-3-sulfonic acid","2,6-Dimethylpyridine-3-sulfonic acid"
"2,6-Bis(2-methyl-2-propyl)-4-methylpyridine-3-sulfonic acid","2,6-Bis(2-methyl-2-propyl)-4-methylpyridine-3-sulfonic acid"
"2-Hydroxypyridine (1,2-Dihydropyridin-2-one)","1,2-Dihydropyridin-2-one"
2-Hydroxypyridine-N-oxide,2-Hydroxypyridine-N-oxide
3-Hydroxypyridine,3-Hydroxypyridine
"4-Hydroxypyridine (1,4-Dihydropyridin-4-one)","1,4-Dihydropyridin-4-one"
"1-Hydroxy-1,2-dihydropyridin-2-one","1-Hydroxy-1,2-dihydropyridin-2-one"
"2,3-Dihydroxypyridine (3-Hydroxy-1,2-dihydropyridin-2-one) (3,2-HOPO)","3,2-HOPO"
"1-Methyl-3-hydroxy-1,2-dihydropyridin-2-one","1-Methyl-3-hydroxy-1,2-dihydropyridin-2-one"
"1-Butyl-2,3-dihydroxypyridine (1-Butyl-3-hydroxy-1,2-dihydropyridin-2-one)","1-Butyl-3-hydroxy-1,2-dihydropyridin-2-one"
"3,4-Dihydroxypyridine (3-Hydroxy-1,4-dihydropyridin-4-one) (3,4-HOPO)","3,4-HOPO"
"2-Methyl-3,4-dihydroxypyridine (2-Methyl-3-hydroxy-1,4-dihydropyridin-4-one)","2-Methyl-3-hydroxy-1,4-dihydropyridin-4-one"
"1,2-Dimethyl-3,4-dihydroxypyridine (1,2-Dimethyl-3-hydroxy-1,4-dihydropyridin-4-one)","1,2-Dimethyl-3-hydroxy-1,4-dihydropyridin-4-one"
"1,2-Diethyl-3,4-dihydroxypyridine (1,2-Diethyl-3-hydroxy-1,4-dihydropyridin-4-one)","1,2-Diethyl-3-hydroxy-1,4-dihydropyridin-4-one"
"1-Ethyl-2-methyl-3,4-dihydroxypyridine (1-Ethyl-2-methyl-3-hydroxy-1,4-dihydropyridin-4-one)","1-Ethyl-2-methyl-3-hydroxy-1,4-dihydropyridin-4-one"
"1-Hexyl-2-methyl-3,4-dihydroxypyridine (1-Hexyl-2-methyl-3-hydroxy-1,4-dihydropyridin-4-one)","1-Hexyl-2-methyl-3-hydroxy-1,4-dihydropyridin-4-one"
"1,2-Dihydroxypyridin-2-one","1,2-Dihydroxypyridin-2-one"
3-Hydroxy-N-methylpyridinium (chloride),chloride
5-Hydroxy-2-methylpyridine,5-Hydroxy-2-methylpyridine
3-Hydroxy-2-hydroxymethylpyridine,3-Hydroxy-2-hydroxymethylpyridine
3-Hydroxy-4-hydroxymethylpyridine,3-Hydroxy-4-hydroxymethylpyridine
"3-Hydroxy-4-hydroxymethyl-2,5-dimethylpyridine (Deoxypyridoxine)",Deoxypyridoxine
"3-Hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine (Pyridoxine)",Pyridoxine
"3-Hydroxy-4,5-bis(hydroxymethyl)-2,6-dimethylpyridine (6-Methylpyridoxine)",6-Methylpyridoxine
Pyridine-2-carboxaldehyde,Pyridine-2-carboxaldehyde
Pyridine-3-carboxaldehyde,Pyridine-3-carboxaldehyde
Pyridine-4-carboxaldehyde,Pyridine-4-carboxaldehyde
3-Methoxypyridine-2-carboxaldehyde,3-Methoxypyridine-2-carboxaldehyde
3-Methoxypyridine-4-carboxaldehyde,3-Methoxypyridine-4-carboxaldehyde
3-Hydroxypyridine-2-carboxaldehyde,3-Hydroxypyridine-2-carboxaldehyde
3-Hydroxypyridine-4-carboxaldehyde,3-Hydroxypyridine-4-carboxaldehyde
"3-Hydroxy-N,2,5-trimethyl-4-oxomethylpyridinium (chloride) (Deoxypyridoxal N-methochloride)",Deoxypyridoxal N-methochloride
"3-Hydroxy-2,5-dimethylpyridine-4-carboxaldehyde (Deoxypyridoxal)",Deoxypyridoxal
3-Hydroxy-5-hydroxymethyl-2-methylpyridine-4-carboxaldehyde (Pyridoxal),Pyridoxal
5-Hydroxymethyl-2-methyl-3-methoxypyridine-4-carboxaldehyde (3-O-Methylpyridoxal),3-O-Methylpyridoxal
3-Hydroxy-2-methyl-5-(2-carboxyethyl)pyridine-4-carboxaldehyde (5'-Carboxymethyl-5'-deoxypyridoxal),5'-Carboxymethyl-5'-deoxypyridoxal
trans-3-Hydroxy-2-methyl-5-(2-carboxyethenyl)pyridine-4-carboxaldehyde (5'-Carboxymethylene-5'-deoxypyridoxal),5'-Carboxymethylene-5'-deoxypyridoxal
3-Hydroxy-4-hydroxymethyl-2-methyl-5-(2-carboxyethyl)pyridine (5'-Carboxymethyl-5'-deoxypyridoxine),5'-Carboxymethyl-5'-deoxypyridoxine
3-Hydroxy-2-methyl-5-(2-sulfonoethyl)pyridine-4-carboxaldehyde (5'-Sulfuryl-5'-deoxypyridoxal),5'-Sulfuryl-5'-deoxypyridoxal
Pyridoxal-5'-(hydrogensulphate),hydrogensulphate
Pyridoxal-5'-(dihydrogenphosphate),dihydrogenphosphate
"4-Aminomethyl-3-hydroxy-2,5-dimethylpyridine (5-Deoxypyridoxamine)",5-Deoxypyridoxamine
4-Aminomethyl-3-hydroxy-5-hydroxymethyl-2-methylpyridine (Pyridoxamine),Pyridoxamine
Pyridoxamine-5'-(dihydrogenphosphate),dihydrogenphosphate
5-Aminomethyl-3-hydroxy-4-hydroxymethyl-2-methylpyridine-4'-(dihydrogenphosphate) (Isopyridoxaminephosphate),Isopyridoxaminephosphate
"1,3-Dihydroxy-4-(2-pyridylazo)benzene (PAR)",PAR
2-(2-Pyridylazo)-1-naphthol-4-sulfonic acid (1-PAN-4S),1-PAN-4S
2-(Hydroxymethyl)pyridine,2-(Hydroxymethyl)pyridine
2-(Hydroxymethyl)-6-methylpyridine,2-(Hydroxymethyl)-6-methylpyridine
2-(2-Hydroxyethyl)pyridine,2-(2-Hydroxyethyl)pyridine
2-(2-Hydroxyethyl)-6-methylpyridine,2-(2-Hydroxyethyl)-6-methylpyridine
2-(2-Hydroxypropyl)pyridine,2-(2-Hydroxypropyl)pyridine
2-(2-Hydroxy-2-phenylethyl)pyridine,2-(2-Hydroxy-2-phenylethyl)pyridine
2-(3-Hydroxypropyl)pyridine,2-(3-Hydroxypropyl)pyridine
2-(4-Hydroxybutyl)pyridine,2-(4-Hydroxybutyl)pyridine
2-(5-Hydroxypentyl)pyridine,2-(5-Hydroxypentyl)pyridine
3-(Hydroxymethyl)pyridine,3-(Hydroxymethyl)pyridine
3-(2-Hydroxyethyl)pyridine,3-(2-Hydroxyethyl)pyridine
3-(3-Hydroxypropyl)pyridine,3-(3-Hydroxypropyl)pyridine
3-(4-Hydroxybutyl)pyridine,3-(4-Hydroxybutyl)pyridine
3-(5-Hydroxypentyl)pyridine,3-(5-Hydroxypentyl)pyridine
4-(Hydroxymethyl)pyridine,4-(Hydroxymethyl)pyridine
4-(2-Hydroxyethyl)pyridine,4-(2-Hydroxyethyl)pyridine
4-(3-Hydroxypropyl)pyridine,4-(3-Hydroxypropyl)pyridine
4-(4-Hydroxybutyl)pyridine,4-(4-Hydroxybutyl)pyridine
4-(5-Hydroxypentyl)pyridine,4-(5-Hydroxypentyl)pyridine
"2,6-Bis(hydroxymethyl)pyridine","2,6-Bis(hydroxymethyl)pyridine"
3-Methoxypyridine,3-Methoxypyridine
4-Methoxypyridine,4-Methoxypyridine
"2,6-Dimethyl-4-methoxypyridine","2,6-Dimethyl-4-methoxypyridine"
"2,2,2',5'-Tetramethyl-1,3-dioxano[4,5-c]pyridine (5-Deoxyisopropylidenepyridoxine)",5-Deoxyisopropylidenepyridoxine
"2,2,2'-Trimethyl-5'-hydroxymethyl-1,3-dioxano[4,5-c]pyridine (Isopropylidenepyridoxine)",Isopropylidenepyridoxine
"Pyridine-2,6-dicarboxaldehyde","Pyridine-2,6-dicarboxaldehyde"
2-Acetylpyridine,2-Acetylpyridine
3-Acetylpyridine,3-Acetylpyridine
4-Acetylpyridine,4-Acetylpyridine
"3-Acetyl-2,4,6-trimethylpyridine","3-Acetyl-2,4,6-trimethylpyridine"
Pyridine-2-carboxylic acid methyl ester (Picolinic acid methyl ester),Picolinic acid methyl ester
Pyridine-3-carboxylic acid methyl ester (Nicotinic acid methyl ester),Nicotinic acid methyl ester
Pyridine-4-carboxylic acid methyl ester (Isonicotinic acid methyl ester),Isonicotinic acid methyl ester
"2,6-Dimethylpyridine-4-carboxylic acid ethyl ester","2,6-Dimethylpyridine-4-carboxylic acid ethyl ester"
Pyridine-2-carboxylic acid amide (Picolinamide),Picolinamide
Pyridine-3-carboxylic acid amide (Nicotinamide),Nicotinamide
Pyridine-3-carboxylic acid methylamide,Pyridine-3-carboxylic acid methylamide
Pyridine-3-carboxylic acid hydroxymethylamide,Pyridine-3-carboxylic acid hydroxymethylamide
Pyridine-4-carboxylic acid amide (Isonicotinamide),Isonicotinamide
2-Pyridylacetic acid amide,2-Pyridylacetic acid amide
3-Pyridylacetic acid amide,3-Pyridylacetic acid amide
4-Pyridylacetic acid amide,4-Pyridylacetic acid amide
3-(2-Pyridyl)propanoic acid amide,3-(2-Pyridyl)propanoic acid amide
3-(3-Pyridyl)propanoic acid amide,3-(3-Pyridyl)propanoic acid amide
3-(4-Pyridyl)propanoic acid amide,3-(4-Pyridyl)propanoic acid amide
4-(2-Pyridyl)butanoic acid amide,4-(2-Pyridyl)butanoic acid amide
4-(3-Pyridyl)butanoic acid amide,4-(3-Pyridyl)butanoic acid amide
4-(4-Pyridyl)butanoic acid amide,4-(4-Pyridyl)butanoic acid amide
5-(2-Pyridyl)pentanoic acid amide,5-(2-Pyridyl)pentanoic acid amide
5-(3-Pyridyl)pentanoic acid amide,5-(3-Pyridyl)pentanoic acid amide
5-(4-Pyridyl)pentanoic acid amide,5-(4-Pyridyl)pentanoic acid amide
2-(Acetamido)pyridine,2-(Acetamido)pyridine
3-(Acetamido)pyridine,3-(Acetamido)pyridine
Pyridine-2-carboxylic acid hydrazide (Picolinoylhydrazide),Picolinoylhydrazide
Pyridine-3-carboxylic acid hydrazide (Nicotinoylhydrazide),Nicotinoylhydrazide
Pyridine-4-carboxylic acid hydrazide (Isonicotinoylhydrazide),Isonicotinoylhydrazide
Pyridine-4-carboxylic acid 1-methylhydrazide (1-Isonicotinoyl-1-methylhydrazide),1-Isonicotinoyl-1-methylhydrazide
Pyridine-4-carboxylic acid 2-methylhydrazide (1-Isonicotinoyl-2-methylhydrazide),1-Isonicotinoyl-2-methylhydrazide
N-(2-Pyridylmethyl)oxamide,N-(2-Pyridylmethyl)oxamide
Pyridine-3-hydroxamic acid,Pyridine-3-hydroxamic acid
Pyridine-2-carboxaldehyde oxime,Pyridine-2-carboxaldehyde oxime
1-(2-Pyridyl)ethanone oxime,1-(2-Pyridyl)ethanone oxime
6-Methylpyridine-2-carboxaldehyde oxime,6-Methylpyridine-2-carboxaldehyde oxime
Pyridine-3-carboxaldehyde oxime,Pyridine-3-carboxaldehyde oxime
Pyridine-4-carboxaldehyde oxime,Pyridine-4-carboxaldehyde oxime
"Pyridine-2,6-dicarboxaldehyde dioxime","Pyridine-2,6-dicarboxaldehyde dioxime"
2-Mercaptopyridine-N-oxide,2-Mercaptopyridine-N-oxide
2-(Methylsulfonamidomethyl)pyridine,2-(Methylsulfonamidomethyl)pyridine
2-(Methylthiomethyl)pyridine,2-(Methylthiomethyl)pyridine
2-[Ethylthiomethyl]pyridine,2-[Ethylthiomethyl]pyridine
2-[2-(Methylthio)ethyl]pyridine,2-[2-(Methylthio)ethyl]pyridine
2-[2-(Ethylthio)ethyl]pyridine,2-[2-(Ethylthio)ethyl]pyridine
2-[2-Hydroxyethylthiomethyl]pyridine,2-[2-Hydroxyethylthiomethyl]pyridine
2-[2-(2-Hydroxyethylthio)ethyl]pyridine,2-[2-(2-Hydroxyethylthio)ethyl]pyridine
2-[2-Aminoethylthiomethyl]pyridine,2-[2-Aminoethylthiomethyl]pyridine
2-[3-Aminopropylthiomethyl]pyridine,2-[3-Aminopropylthiomethyl]pyridine
2-[2-(2-Aminoethylthio)ethyl]pyridine,2-[2-(2-Aminoethylthio)ethyl]pyridine
2-[2-(3-Aminopropylthio)ethyl]pyridine,2-[2-(3-Aminopropylthio)ethyl]pyridine
2-(2-Thienyl)pyridine,2-(2-Thienyl)pyridine
3-(2-Thienyl)pyridine,3-(2-Thienyl)pyridine
4-(2-Thienyl)pyridine,4-(2-Thienyl)pyridine
2-(3-Thienyl)pyridine,2-(3-Thienyl)pyridine
3-(3-Thienyl)pyridine,3-(3-Thienyl)pyridine
4-(3-Thienyl)pyridine,4-(3-Thienyl)pyridine
"2-(2-Pyridyl)-1,3-thiazole","2-(2-Pyridyl)-1,3-thiazole"
"4-(2-Pyridyl)-1,3-thiazole","4-(2-Pyridyl)-1,3-thiazole"
"5-(2-Pyridyl)-1,3-thiazole","5-(2-Pyridyl)-1,3-thiazole"
2-Aminopyridine,2-Aminopyridine
2-Amino-3-methylpyridine,2-Amino-3-methylpyridine
2-Amino-4-methylpyridine,2-Amino-4-methylpyridine
2-Amino-5-methylpyridine,2-Amino-5-methylpyridine
2-Aminopyridine 1-oxide,2-Aminopyridine 1-oxide
3-Aminopyridine,3-Aminopyridine
4-Aminopyridine,4-Aminopyridine
2-(Aminomethyl)pyridine (2-Picolylamine),2-Picolylamine
2-Aminomethyl-6-methylpyridine,2-Aminomethyl-6-methylpyridine
3-(Aminomethyl)pyridine,3-(Aminomethyl)pyridine
4-(Aminomethyl)pyridine,4-(Aminomethyl)pyridine
2-(2-Aminoethyl)pyridine,2-(2-Aminoethyl)pyridine
3-(2-Aminoethyl)pyridine,3-(2-Aminoethyl)pyridine
4-(2-Aminoethyl)pyridine,4-(2-Aminoethyl)pyridine
2-(3-Aminopropyl)pyridine,2-(3-Aminopropyl)pyridine
3-(3-Aminopropyl)pyridine,3-(3-Aminopropyl)pyridine
4-(3-Aminopropyl)pyridine,4-(3-Aminopropyl)pyridine
2-(4-Aminobutyl)pyridine,2-(4-Aminobutyl)pyridine
3-(4-Aminobutyl)pyridine,3-(4-Aminobutyl)pyridine
4-(4-Aminobutyl)pyridine,4-(4-Aminobutyl)pyridine
2-(5-Aminopentyl)pyridine,2-(5-Aminopentyl)pyridine
3-(5-Aminopentyl)pyridine,3-(5-Aminopentyl)pyridine
4-(5-Aminopentyl)pyridine,4-(5-Aminopentyl)pyridine
N-(2-Aminoethyl)pyridinium (nitrate),nitrate
N-(3-Aminopropyl)pyridinium (nitrate),nitrate
N-(4-Aminobutyl)pyridinium (nitrate),nitrate
N-(5-Aminopentyl)pyridinium (nitrate),nitrate
2-Amino-5-bromopyridine,2-Amino-5-bromopyridine
2-Amino-3-nitropyridine,2-Amino-3-nitropyridine
2-Amino-5-nitropyridine,2-Amino-5-nitropyridine
3-Amino-2-nitropyridine,3-Amino-2-nitropyridine
4-Amino-3-nitropyridine,4-Amino-3-nitropyridine
2-Hydrazinopyridine (2-Pyridylhydrazine),2-Pyridylhydrazine
"2-Amino-3-aminomethyl-4,6-dimethylpyridine","2-Amino-3-aminomethyl-4,6-dimethylpyridine"
2-Amino-3-aminomethyl-6-methyl-4-methoxymethylpyridine,2-Amino-3-aminomethyl-6-methyl-4-methoxymethylpyridine
2-Amino-3-aminomethyl-4-methyl-6-methoxymethylpyridine,2-Amino-3-aminomethyl-4-methyl-6-methoxymethylpyridine
"2,6-Bis(aminomethyl)pyridine","2,6-Bis(aminomethyl)pyridine"
"2,6-Bis(2-aminoethyl)pyridine","2,6-Bis(2-aminoethyl)pyridine"
2-(Methylaminomethyl)pyridine,2-(Methylaminomethyl)pyridine
6-Methyl-2-(methylaminomethyl)pyridine,6-Methyl-2-(methylaminomethyl)pyridine
2-[2-(Methylamino)ethyl]pyridine,2-[2-(Methylamino)ethyl]pyridine
2-[2-(2-Hydroxyethylamino)ethyl]pyridine,2-[2-(2-Hydroxyethylamino)ethyl]pyridine
Bis(2-hydroxyethyl)aminomethylpyridine,Bis(2-hydroxyethyl)aminomethylpyridine
2-(2-Aminoethylaminomethyl)pyridine (N-2-Picolylethylenediamine),N-2-Picolylethylenediamine
2-[2-(2-Aminoethylamino)ethyl]pyridine (N-[2-(2-Picolyl)ethyl]ethylenediamine),N-[2-(2-Picolyl)ethyl]ethylenediamine
"2,6-Bis[1-(2-aminoethylamino)ethyl]pyridine (epyden) (rac- or meso-isomer not specified)",rac- or meso-isomer not specified
3-(Dimethylamino)pyridine,3-(Dimethylamino)pyridine
"Pyridine-3-carboxylic acid diethylamide (N,N-Diethylnicotinamide)","N,N-Diethylnicotinamide"
4-(Dimethylamino)pyridine,4-(Dimethylamino)pyridine
2-[4-(Dimethylamino)phenylazo]pyridine,2-[4-(Dimethylamino)phenylazo]pyridine
Benzo[b]pyridine (Quinoline),Quinoline
Benzo[c]pyridine (Isoquinoline),Isoquinoline
8-Hydroxyquinoline (8-Quinolinol)(Oxine),Oxine
8-Hydroxy-2-methylquinoline,8-Hydroxy-2-methylquinoline
5-Chloro-8-hydroxyquinoline,5-Chloro-8-hydroxyquinoline
"5,7-Dichloro-8-hydroxyquinoline","5,7-Dichloro-8-hydroxyquinoline"
5-Chloro-8-hydroxy-7-iodoquinoline,5-Chloro-8-hydroxy-7-iodoquinoline
