Ligand,Name,smiles
"3,5,6,8-Tetramethyl-1,10-phenanthroline","3,5,6,8-Tetramethyl-1,10-phenanthroline",
"2-Chloro-1,10-phenanthroline","2-Chloro-1,10-phenanthroline",C1=CC2=C(C3=C(C=C2)C=CC(=N3)Cl)N=C1
"5-Chloro-1,10-phenanthroline","5-Chloro-1,10-phenanthroline",C1=CC2=CC(=C3C=CC=NC3=C2N=C1)Cl
"5-Bromo-1,10-phenanthroline","5-Bromo-1,10-phenanthroline",C1=CC2=CC(=C3C=CC=NC3=C2N=C1)Br
"5-Nitro-1,10-phenanthroline","5-Nitro-1,10-phenanthroline",C1=CC2=CC(=C3C=CC=NC3=C2N=C1)[N+](=O)[O-]
"1,7-Phenanthroline","1,7-Phenanthroline",C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1
"4,7-Phenanthroline","4,7-Phenanthroline",C1=CC2=C(C=CC3=C2C=CC=N3)N=C1
"2,6-Di(2-pyridyl)pyridine (2,2',6',2''-Terpyridine)","2,2',6',2''-Terpyridine",
Nitrilotris(methylene-2-pyridine) (Tri-2-picolylamine)(TPA),TPA,CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C
Nitrilotris[methylene(6-methyl-2-pyridine)] (Tris-6-methyl-2-picolylamine)(TLA),TLA,CC(=O)OC(C)(C)C
"Pyridine-2,6-bis(methyleneiminomethylene-2-pyridine)",methyleneiminomethylene-2-pyridine,
"2,4,6-Tri(2-pyridyl)-1,3,5-triazine","2-pyridyl-1,3,5-triazine",
"Ethylenedinitrilotetrakis(methylene-2-pyridine) (N,N,N',N'-Tetra-2-picolylethylenediamine)(TPEN)",TPEN,C1=CC=NC(=C1)CN(CCN(CC2=CC=CC=N2)CC3=CC=CC=N3)CC4=CC=CC=N4
"1,2-Diazine (Pyridazine)",Pyridazine,C1=CC=NN=C1
"3-Methyl-1,2-diazine (3-Methylpyridazine)",3-Methylpyridazine,CC1=NN=CC=C1
"3-Hydrazino-6-phenyl-1,2-diazine","3-Hydrazino-6-phenyl-1,2-diazine",
"3-Hydrazino-6-(2-methoxyphenyl)-1,2-diazine","2-methoxyphenyl-1,2-diazine",
"3-Hydrazino-6-(3-methoxyphenyl)-1,2-diazine","3-methoxyphenyl-1,2-diazine",
"3-Hydrazino-6-(4-methoxyphenyl)-1,2-diazine","4-methoxyphenyl-1,2-diazine",
"3-Hydrazino-6{2-[3-(1,1-dimethylethylamino)-2-hydroxypropoxy]phenyl}-1,2-diazine (Prizidilol)",Prizidilol,CC(C)(C)NCC(COC1=CC=CC=C1C2=NN=C(C=C2)NN)O
"3-Hydrazinobenzo[d]-1,2-diazine (Hydralazine)",Hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
"1,4-Diazine (Pyrazine)",Pyrazine,C1=CN=CC=N1
"2-Methyl-1,4-diazine (2-Methylpyrazine)",2-Methylpyrazine,CC1=NC=CN=C1
"2,5-Dimethyl-1,4-diazine (2,5-Dimethylpyrazine)","2,5-Dimethylpyrazine",CC1=CN=C(C=N1)C
"2,6-Dimethyl-1,4-diazine (2,6-Dimethylpyrazine)","2,6-Dimethylpyrazine",CC1=CN=CC(=N1)C
"2-Chloro-1,4-diazine (Chloropyrazine)",Chloropyrazine,C1=CN=C(C=N1)Cl
"2-Amino-1,4-diazine (Aminopyrazine)",Aminopyrazine,C1=CN=C(C=N1)N
"1,3-Diazine (Pyrimidine)",Pyrimidine,C1=CN=CN=C1
"4-Methyl-1,3-diazine (4-Methylpyrimidine)",4-Methylpyrimidine,CC1=NC=NC=C1
"2-Amino-1,3-diazine (2-Aminopyrimidine)",2-Aminopyrimidine,C1=CN=C(N=C1)N
"2-Amino-4-methyl-1,3-diazine","2-Amino-4-methyl-1,3-diazine",
"2-Amino-4,6-dimethyl-1,3-diazine","2-Amino-4,6-dimethyl-1,3-diazine",
"4-Amino-2-oxo-1,3-diazine (Cytosine)",Cytosine,C1=C(NC(=O)N=C1)N
1-(beta-D-Ribofuranosyl)cytosine (Cytidine),Cytidine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
Cytidine-3'-(dihydrogenphosphate) (CMP-3),CMP-3,
2'-Deoxycytidine-5'-(dihydrogenphosphate),dihydrogenphosphate,OP(=O)(O)[O-]
Cytidine-5'-(dihydrogenphosphate) (CMP-5),CMP-5,CCN1C2=C(C=C(C=C2)CNCC3=CC=CC=N3)C4=CC=CC=C41
Cytidine-5'-(trihydrogendiphosphate) (CDP),CDP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
Cytidine-5'-(tetrahydrogentriphosphate) (CTP),CTP,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
"2,4-Dioxo-1,3-diazine (Uracil)",Uracil,C1=CNC(=O)NC1=O
5-Fluorouracil (5-FU),5-FU,C1=C(C(=O)NC(=O)N1)F
1-(beta-D-Ribofuranosyl)uracil (Uridine),Uridine,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
Uridine-3'-(dihydrogenphosphate) (UMP-3),UMP-3,
Uridine-5'-(dihydrogenphosphate) (UMP-5),UMP-5,
Orotidine-5'-(dihydrogenphosphate) (OMP-5),OMP-5,
Uridine-5'-(trihydrogendiphosphate) (UDP),UDP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
Uridine-5'-(tetrahydrogentriphosphate) (UTP),UTP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
"5-Methyl-2,4-dioxo-1,3-diazine (Thymine)",Thymine,CC1=CNC(=O)NC1=O
1-(2-Deoxy-beta-D-ribofuranosyl)thymine (Thymidine),Thymidine,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
Thymidine-5'-(dihydrogenphosphate) (TMP-5),TMP-5,
Thymidine-5'-(trihydrogendiphosphate) (TDP),TDP,
Thymidine-5'-(tetrahydrogentriphosphate) (TTP),TTP,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
cis-syn-Dithymine,cis-syn-Dithymine,
"3-[(4-Amino-2-methyl-5-pyrimidinyl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazolium (chloride) (Thiamine)",Thiamine,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
"DL-2-(2-Chlorophenyl(hydroxy)methyl)-1,4,5,6-tetrahydropyrimidine","hydroxymethyl-1,4,5,6-tetrahydropyrimidine",
"DL-2-(2,6-Dichlorophenyl(hydroxy)methyl)-1,4,5,6-tetrahydropyrimidine","hydroxymethyl-1,4,5,6-tetrahydropyrimidine",
"DL-2-(1-Phenyl-1-hydroxyethyl)-1,4,5,6-tetrahydropyrimidine","1-Phenyl-1-hydroxyethyl-1,4,5,6-tetrahydropyrimidine",
"8-Hydroxybenzo[d]-1,3-diazine (8-Hydroxyquinazoline)",8-Hydroxyquinazoline,C1=CC2=CN=CN=C2C(=C1)O
"2,4-Dimethyl-8-hydroxyquinazoline","2,4-Dimethyl-8-hydroxyquinazoline",
"5-Hydroxybenzo[b]-1,4-diazine (5-Hydroxyquinoxaline)",5-Hydroxyquinoxaline,C1=CC2=NC=CN=C2C(=C1)O
"1,2-Diazolo[3,4-d]-1,3-diazine-4-one (Allopurinol)",Allopurinol,C1=NNC2=C1C(=O)NC=N2
"7-H-1,3-Diazolo[4,5-d]-1,3-diazine (Purine)",Purine,C1=C2C(=NC=N1)N=CN2
7-Methylpurine,7-Methylpurine,CN1C=NC2=NC=NC=C21
9-Methylpurine,9-Methylpurine,CN1C=NC2=CN=CN=C21
"2,9-Dimethylpurine","2,9-Dimethylpurine",CC1=NC=C2C(=N1)N(C=N2)C
"6,9-Dimethylpurine","6,9-Dimethylpurine",CC1=C2C(=NC=N1)N(C=N2)C
"8,9-Dimethylpurine","8,9-Dimethylpurine",
6-Chloropurine,6-Chloropurine,C1=NC2=C(N1)C(=NC=N2)Cl
2-Chloro-9-methylpurine,2-Chloro-9-methylpurine,CN1C=NC2=CN=C(N=C21)Cl
8-Chloro-9-methylpurine,8-Chloro-9-methylpurine,CN1C2=NC=NC=C2N=C1Cl
2-Methoxy-9-methylpurine,2-Methoxy-9-methylpurine,CN1C=NC2=CN=C(N=C21)OC
8-Methoxy-9-methylpurine,8-Methoxy-9-methylpurine,CN1C2=NC=NC=C2N=C1OC
6-Oxopurine (Hypoxanthine),Hypoxanthine,C1=NC2=C(N1)C(=O)NC=N2
7-Methylhypoxanthine,7-Methylhypoxanthine,CN1C=NC2=C1C(=O)NC=N2
9-Methylhypoxanthine,9-Methylhypoxanthine,CN1C=NC2=C1N=CNC2=O
"2,6-Dioxopurine (Xanthine)",Xanthine,C1=NC2=C(N1)C(=O)NC(=O)N2
"1,3-Dimethylxanthine","1,3-Dimethylxanthine",CN1C2=C(C(=O)N(C1=O)C)NC=N2
2-Methoxy-9-(methylthio)purine,methylthiopurine,CSC1=NC=C2C(=N1)N=CN2
8-Methylthio-9-methylpurine,8-Methylthio-9-methylpurine,CN1C2=NC=NC=C2N=C1SC
6-Mercaptopurine,6-Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2
2-Amino-6-mercaptopurine,2-Amino-6-mercaptopurine,C1=NC2=C(N1)C(=S)N=C(N2)N
6-Amino-2-mercaptopurine,6-Amino-2-mercaptopurine,C1=NC2=NC(=S)NC(=C2N1)N
6-Aminopurine (Adenine),Adenine,C1=NC2=NC=NC(=C2N1)N
2-Amino-9-methylpurine,2-Amino-9-methylpurine,CN1C=NC2=CN=C(N=C21)N
6-Amino-7-methylpurine,6-Amino-7-methylpurine,CN1C=NC2=NC=NC(=C21)N
6-Amino-9-methylpurine,6-Amino-9-methylpurine,CN1C=NC2=C(N=CN=C21)N
8-Amino-9-methylpurine,8-Amino-9-methylpurine,CN1C2=NC=NC=C2N=C1N
"6-Amino-2,9-dimethylpurine","6-Amino-2,9-dimethylpurine",
"6-Amino-8,9-dimethylpurine","6-Amino-8,9-dimethylpurine",CC1=NC2=C(N=CN=C2N1C)N
2-Amino-6-oxopurine (Guanine),Guanine,C1=NC2=C(N1)C(=O)NC(=N2)N
6-Amino-9-(1-ethoxyethyl)purine,1-ethoxyethylpurine,
9-(2-Oxanyl)purine (9-(Tetrahydro-2-pyranyl)purine),Tetrahydro-2-pyranylpurine,
"2,6-Diaminopurine","2,6-Diaminopurine",C1=NC2=NC(=NC(=C2N1)N)N
6-(Diethylamino)purine,Diethylaminopurine,
9-(beta-D-Ribofuranosyl)purine,beta-D-Ribofuranosylpurine,
6-Methoxy-9-(beta-D-ribofuranosyl)purine,beta-D-ribofuranosylpurine,
6-Methylthio-9-(beta-D-ribofuranosyl)purine,beta-D-ribofuranosylpurine,
9-(beta-D-Ribofuranosyl)hypoxanthine (Inosine),Inosine,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
Inosine N(1)-oxide,1-oxide,CCOC1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3F)C4CC(C4)NC(=O)C5=C6C(=NC=C5)C=C(C=[NH+]6)O
9-(beta-D-Ribofuranosyl)xanthine (Xanthosine),Xanthosine,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O
2'-Deoxyadenosine,2'-Deoxyadenosine,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
9-(beta-D-Ribofuranosyl)adenine (Adenosine),Adenosine,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
9-(beta-D-Xylofuranosyl)adenine [(trans-hydroxy)Adenosine],trans-hydroxyAdenosine],
6-Dimethylamino-9-(beta-D-ribofuranosyl)purine,beta-D-ribofuranosylpurine,
2'-Deoxyguanosine,2'-Deoxyguanosine,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O
9-(beta-D-Ribofuranosyl)guanine (Guanosine),Guanosine,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-amino-1,3-diazine (Tubercidine)",Tubercidine,C1=CN(C2=NC=NC(=C21)N)C3C(C(C(O3)CO)O)O
"9-(beta-D-Ribofuranosyl)azolo[2,3-d]-6-amino-1,3-diazine-5'-(dihydrogenphosphate) (Tubercidin-5'-monophosphate)",Tubercidin-5'-monophosphate,C1=CN(C2=NC=NC(=C21)N)C3C(C(C(O3)COP(=O)(O)O)O)O
Inosine-5'-(dihydrogenphosphate) (IMP-5),IMP-5,
Inosine-5'-(dihydrogenphosphate) N(1)oxide,1oxide,
9-[2-(Phosphonylmethoxy)ethyl]adenine,Phosphonylmethoxyethyl]adenine,
2'-Deoxyadenosine-5'-(dihydrogenphosphate),dihydrogenphosphate,OP(=O)(O)[O-]
Adenosine-2'-(dihydrogenphosphate) (AMP-2),AMP-2,
Adenosine-3'-(dihydrogenphosphate) (AMP-3),AMP-3,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)S(=O)(=O)N
Adenosine-5'-(dihydrogenphosphate) (AMP-5),AMP-5,
Adenosine-5'-(dihydrogenphosphate) N(1)-oxide,1-oxide,CCOC1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3F)C4CC(C4)NC(=O)C5=C6C(=NC=C5)C=C(C=[NH+]6)O
Guanosine-3'-(dihydrogenphosphate) (GMP-3),GMP-3,
2'-Deoxyguanosine-5'-(dihydrogenphosphate),dihydrogenphosphate,OP(=O)(O)[O-]
Guanosine-5'-(dihydrogenphosphate) (GMP-5),GMP-5,
Inosine-5'-(trihydrogendiphosphate) (IDP),IDP,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
Adenosine-5'-(trihydrogendiphosphate) (ADP),ADP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N
Guanosine-5'-(trihydrogendiphosphate) (GDP),GDP,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
Inosine-5'-(tetrahydrogentriphosphate) (ITP),ITP,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
Adenosine-5'-(tetrahydrogentriphosphate) (ATP),ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
Guanosine-5'-(tetrahydrogentriphosphate) (GTP),GTP,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
Adenosine-5'-(pentahydrogentetraphosphate) (AQP),AQP,
"1'-(beta-D-Ribofuranosyl)di(1,3-diazolo)[2,3-c][4',5'-e]-1,3-diazine (1,N(6)-Ethenoadenosine)",6-Ethenoadenosine,
"1,N(6)-Ethenoadenosine-5'-(dihydrogenphosphate)",dihydrogenphosphate,OP(=O)(O)[O-]
"1,N(6)-Ethenoadenosine-5'-(tetrahydrogentriphosphate)",tetrahydrogentriphosphate,
"6-Amino-1,2,3-triazolo[4,5-d]-1,3-diazine (8-Azaadenine)",8-Azaadenine,C1=NC2=NNN=C2C(=N1)N
"7'-Hydroxy-5'-methyl-1,2,4-triazolo[1,5-a]pyrimidine","7'-Hydroxy-5'-methyl-1,2,4-triazolo[1,5-a]pyrimidine",
"7'-Hydroxy-5'-propyl-1,2,4-triazolo[1,5-a]pyrimidine","7'-Hydroxy-5'-propyl-1,2,4-triazolo[1,5-a]pyrimidine",
"7'-Hydroxy-6'-ethyl-5'-methyl-1,2,4-triazolo[1,5-a]pyrimidine","7'-Hydroxy-6'-ethyl-5'-methyl-1,2,4-triazolo[1,5-a]pyrimidine",
"4,5,6,7-Tetrahydroimidazolo[4,5-c]pyridine (Spinaceamine)",Spinaceamine,C1CNCC2=C1N=CN2
Aminomethylphosphonic acid (Gly-P),Gly-P,
DL-1-Aminoethylphosphonic acid (Ala-P),Ala-P,
DL-1-Aminopropylphosphonic acid,DL-1-Aminopropylphosphonic acid,
DL-1-Aminobutylphosphonic acid (Norval-P),Norval-P,
DL-1-Aminopentylphosphonic acid (Norleu-P),Norleu-P,
DL-1-Amino-2-methylpropylphosphonic acid (Val-P),Val-P,
1-Aminocyclopentylphosphonic acid,1-Aminocyclopentylphosphonic acid,
DL-1-Amino-2-phenylethylphosphonic acid (Phe-P),Phe-P,
DL-1-Amino-2-(4-hydroxyphenyl)ethylphosphonic acid (Tyr-P),Tyr-P,
2-Amino-2-propylphosphonic acid,2-Amino-2-propylphosphonic acid,
2-Aminoethylphosphonic acid (b-Ala-P),b-Ala-P,
3-Aminopropylphosphonic acid,3-Aminopropylphosphonic acid,C(CN)CP(=O)(O)O
DL-1-Amino-2-methoxyethylphosphonic acid,DL-1-Amino-2-methoxyethylphosphonic acid,
"DL-1,2-Diaminoethylphosphonic acid","DL-1,2-Diaminoethylphosphonic acid",
DL-1-Amino-2-(pentamethylenenitrilo)ethylphosphonic acid,pentamethylenenitriloethylphosphonic acid,
Piperidine-2-phosphonic acid,Piperidine-2-phosphonic acid,
3-Aminobenzenephosphonic acid,3-Aminobenzenephosphonic acid,C1=CC(=CC(=C1)P(=O)(O)O)N
4-Aminobenzenephosphonic acid,4-Aminobenzenephosphonic acid,C1=CC(=CC=C1N)P(=O)(O)O
"L-Amino(2,3-dihydroxyphenyl)methylphosphonic acid","2,3-dihydroxyphenylmethylphosphonic acid",
"L-Amino(3,4-dihydroxyphenyl)methylphosphonic acid","3,4-dihydroxyphenylmethylphosphonic acid",
"L-1-Amino-2-(3,4-dihydroxyphenyl)ethylphosphonic acid (DOPA-P)",DOPA-P,
DL-1-Amino-2-(methylamino)ethylphosphonic acid,methylaminoethylphosphonic acid,
DL-1-Amino-2-(cyclohexylamino)ethylphosphonic acid,cyclohexylaminoethylphosphonic acid,
DL-Phenyl(methylamino)methylphosphonic acid,methylaminomethylphosphonic acid,CNCP(=O)(O)O
DL-1-Amino-2-(dimethylamino)ethylphosphonic acid,dimethylaminoethylphosphonic acid,
DL-2-Hydroxyphenyl(methylamino)methylphosphonic acid,methylaminomethylphosphonic acid,CNCP(=O)(O)O
Aminomethylenediphosphonic acid,Aminomethylenediphosphonic acid,
"1-Aminoethane-1,1-diphosphonic acid","1-Aminoethane-1,1-diphosphonic acid",CC(N)(P(=O)(O)O)P(=O)(O)O
Amino(phenyl)methylenediphosphonic acid,phenylmethylenediphosphonic acid,
"3-Amino-1-hydroxypropane-1,1-diphosphonic acid","3-Amino-1-hydroxypropane-1,1-diphosphonic acid",C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
"4-Amino-1-hydroxybutane-1,1-diphosphonic acid","4-Amino-1-hydroxybutane-1,1-diphosphonic acid",C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
Aminomethanoylaminomethylphosphonic acid (Gly-Gly-P),Gly-Gly-P,
L-1-(Aminomethanoylamino)ethylphosphonic acid (Gly-L-Ala-P),Gly-L-Ala-P,
L-2-Aminopropanoylaminomethylphosphonic acid (L-Ala-Gly-P),L-Ala-Gly-P,
(L-2-Amino-4-methylpentanoylamino)methylphosphonic acid (L-Leu-Gly-P),L-Leu-Gly-P,
(L-2-Amino-3-phenylpropanoylamino)methylphosphonic acid (L-Phe-Gly-P),L-Phe-Gly-P,
2-(Aminomethanoylamino)ethylphosphonic acid (Gly-b-Ala-P),Gly-b-Ala-P,
L-1-(L-2-Aminopropanoylamino)ethylphosphonic acid (L-Ala-L-Ala-P),L-Ala-L-Ala-P,
D-1-(L-2-Aminopropanoylamino)ethylphosphonic acid (L-Ala-D-Ala-P),L-Ala-D-Ala-P,
L-1-(L-2-Aminopropanoylamino)-3-methylbutylphosphonic acid (L-Ala-L-Leu-P),L-Ala-L-Leu-P,
L-(L-2-Aminopropanoylamino)(cyclopropyl)methylphosphonic acid,cyclopropylmethylphosphonic acid,
L-1-(L-2-Amino-4-methylpentanoylamino)ethylphosphonic acid (L-Leu-L-Ala-P),L-Leu-L-Ala-P,
D-1-(L-2-Amino-4-methylpentanoylamino)ethylphosphonic acid (L-Leu-D-Ala-P),L-Leu-D-Ala-P,
L-1-(L-2-Amino-3-phenylpropanoylamino)ethylphosphonic acid (L-Phe-L-Ala-P),L-Phe-L-Ala-P,
L-1-(D-2-Amino-3-phenylpropanoylamino)ethylphosphonic acid (L-Phe-D-Ala-P),L-Phe-D-Ala-P,
L-1-(L-2-Amino-4-methylpentanoylamino)-3-methylbutylphosphonic acid (L-Leu-L-Leu-P),L-Leu-L-Leu-P,
N-Methylaminomethylphosphonic acid (Sar-P),Sar-P,
N-Ethylaminomethylphosphonic acid,N-Ethylaminomethylphosphonic acid,
Iminobis(methylenephosphonic acid) (IDP),IDP,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
N-Methylaminomethylenediphosphonic acid,N-Methylaminomethylenediphosphonic acid,
"1-Hydroxy-3-(ethylamino)propane-1,1-diphosphonic acid","ethylaminopropane-1,1-diphosphonic acid",
2-Aminoethylaminomethylphosphonic acid (Ethylenediamine-N-methylenephosphonic acid) (EDMP),EDMP,
Ethylenebis(iminomethylenephosphonic acid) (EDDPO),EDDPO,
Ethylenebis(iminoethylenephosphonic acid) (EDEP),EDEP,
Ethylenebis[imino(dimethyl)methylenephosphonic acid] (EDIP),EDIP,
Pentamethylenebis[imino(dimethyl)methylenephosphonic acid],dimethylmethylenephosphonic acid],
Ethylenebis[imino(phenyl)methylenephosphonic acid],phenylmethylenephosphonic acid],
Ethylenebis[imino(2-hydroxyphenyl)methylenephosphonic acid],2-hydroxyphenylmethylenephosphonic acid],
Oxybis[ethyleneimino(dimethyl)methylenephosphonic acid],dimethylmethylenephosphonic acid],
Thiobis[ethyleneimino(dimethyl)methylenephosphonic acid],dimethylmethylenephosphonic acid],
Iminobis[ethyleneimino(dimethyl)methylenephosphonic acid],dimethylmethylenephosphonic acid],
"N,N-Dimethylaminomethylphosphonic acid","N,N-Dimethylaminomethylphosphonic acid",CN(C)CP(=O)(O)O
"N,N-Diethylaminomethylphosphonic acid","N,N-Diethylaminomethylphosphonic acid",
"2-(N,N-Dimethylamino)propyl-2-phosphonic acid","N,N-Dimethylaminopropyl-2-phosphonic acid",
"N,N-Dimethylaminomethylenediphosphonic acid","N,N-Dimethylaminomethylenediphosphonic acid",
(Pentamethyleneimino)methylenediphosphonic acid (N-(Diphosphonomethyl)piperidine),Diphosphonomethylpiperidine,
"1,4,7,10-Tetraoxa-13-azacyclopentadecane-N-methylenephosphonic acid","1,4,7,10-Tetraoxa-13-azacyclopentadecane-N-methylenephosphonic acid",
"1,4,7,10,13-Pentaoxa-16-azacyclooctodecane-N-methylenephosphonic acid","1,4,7,10,13-Pentaoxa-16-azacyclooctodecane-N-methylenephosphonic acid",
"Perhydro-1,4-oxazine-4-ylmethylenediphosphonic acid (N-(Diphosphonomethyl)morpholine)",Diphosphonomethylmorpholine,
"1,4,7-Triazacyclononane-1,4,7-tris(methylenephosphonic acid) (NOTP)",NOTP,C1CN(CCN(CCN1CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
"1,5,9-Triazacyclododecane-1,5,9-tris(methylenephosphonic acid) (DOTRP)",DOTRP,
"1,4,7,10-Tetraazacyclododecane-1,4,7,10-tetrakis(methylenephosphonic acid) (DOTP)",DOTP,C1CN(CCN(CCN(CCN1CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O
"1,4,7,10-Tetraazacyclotridecane-1,4,7,10-tetrakis(methylenephosphonic acid) (TRITP)",TRITP,
"1,4,8,11-Tetraazacyclotetradecane-1,4,8,11-tetrakis(methylenephosphonic acid) (TETP)",TETP,
N-Benzyl-N-methylaminomethylenediphosphonic acid,N-Benzyl-N-methylaminomethylenediphosphonic acid,
N-Methyliminobis(methylenephosphonic acid),methylenephosphonic acid,
N-Ethyliminobis(methylenephosphonic acid),methylenephosphonic acid,
N-(2-Methyl-2-propyl)iminobis(methylenephosphonic acid),methylenephosphonic acid,
N-Cyclohexyliminobis(methylenephosphonic acid),methylenephosphonic acid,
N-Benzyliminobis(methylenephosphonic acid),methylenephosphonic acid,
Nitrilotris(methylenephosphonic acid) (NTP),NTP,
Nitrilotris(methylenephosphonic acid) N-oxide,methylenephosphonic acid N-oxide,
N-(2-Hydroxybenzyl)iminobis(methylenephosphonic acid),methylenephosphonic acid,
"N,N-Bis(2-hydroxyethyl)aminomethylphosphonic acid",2-hydroxyethylaminomethylphosphonic acid,
"1-Hydroxy-3-(dimethylamino)propane-1,1-diphosphonic acid","dimethylaminopropane-1,1-diphosphonic acid",
"1-Hydroxy-3-(diethylamino)propane-1,1-diphosphonic acid","diethylaminopropane-1,1-diphosphonic acid",
"N-(2-Aminoethyl)iminobis(methylenephosphonic acid) (Ethylenediamine-N,N-bis(methylenephosphonic acid))",methylenephosphonic acid,
"Ethylenediamine-N,N,N'-tris(methylenephosphonic acid)",methylenephosphonic acid,
"N-(2-Hydroxy-5-sulfobenzyl)ethylenediamine-N,N'-bis(methylenephosphonic acid)",methylenephosphonic acid,
"N,N'-Dimethylethylenebis(nitrilomethylenephosphonic acid)",nitrilomethylenephosphonic acid,
"N,N'-Dimethylethylenebis(nitriloethylenephosphonic acid)",nitriloethylenephosphonic acid,
"N,N'-Bis(2-hydroxybenzyl)ethylenedinitrilo-N,N'-bis(methylenephosphonic acid)",methylenephosphonic acid,
"N,N'-Bis(2-hydroxyethyl)ethylenedinitrilo-N,N'-bis(methylenephosphonic acid)",methylenephosphonic acid,
"N,N-Dimethylethylenebis(nitriloethylenephosphonic acid)",nitriloethylenephosphonic acid,
N-Methylethylenedinitrilotris(methylenephosphonic acid),methylenephosphonic acid,
N-(2-Hydroxyethyl)ethylenedinitrilotris(methylenephosphonic acid),methylenephosphonic acid,
Ethylenedinitrilotetrakis(methylenephosphonic acid) (EDTP),EDTP,
Trimethylenedinitrilotetrakis(methylenephosphonic acid),methylenephosphonic acid,
Hexamethylenedinitrilotetrakis(methylenephosphonic acid),methylenephosphonic acid,
Oxybis[ethylenenitrilobis(methylenephosphonic acid)],methylenephosphonic acid],
(2-Hydroxytrimethylene)dinitrilotetrakis(methylenephosphonic acid),methylenephosphonic acid,
Diethylenetrinitrilopentakis(methylenephosphonic acid) (DTPP),DTPP,C(CN(CO[P+](=O)O)CO[P+](=O)O)N(CCN(CO[P+](=O)O)CO[P+](=O)O)CO[P+](=O)O
"Pyridine-2,6-diphosphonic acid (2,6-PDPA)","2,6-PDPA",
Trimethyl(phosphonomethyl)ammonium (iodide),iodide,[I-]
Dimethyl(phosphonoethyl)(N-methyl-N-phosphonoethyl-2-aminoethyl)ammonium (iodide),iodide,[I-]
Aminomethylphosphonous acid,Aminomethylphosphonous acid,
rac-1-Aminoethylphosphonous acid,rac-1-Aminoethylphosphonous acid,
rac-Amino(phenyl)methylphosphonous acid,phenylmethylphosphonous acid,
Ethylenebis(iminomethylenephosphonous acid) (EDDPI),EDDPI,
Ethylenebis(imino(phenyl)methylenephosphonous acid),phenylmethylenephosphonous acid,
Ethylenebis(imino(2-hydroxyphenyl)methylenephosphonous acid),2-hydroxyphenylmethylenephosphonous acid,
Ethylenedinitrilotetrakis(methylenephosphonous acid),methylenephosphonous acid,
Aminomethyl(methyl)phosphinic acid,methylphosphinic acid,C[P+](=O)O
