metal_ion,SMILES,pKa_num,pKa_value,predicted_positions
Cu2+,CC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[4.13, 7.49]","[14, 16]"
Cu2+,CC(=O)NO,2,"[7.9, 14.07]","[4, 3]"
Cu2+,CC(C(O)=O)C(O)=O,2,"[4.89, 7.49]","[6, 3]"
Cu2+,CC(C)(C(O)=O)C(O)=O,2,"[4.57, 7.09]","[4, 7]"
Cu2+,CC(C)(N)C(N)=O,2,"[4.58, 9.28]","[3, 5]"
Cu2+,CC(C)(N)C(O)=O,2,"[8.26, 15.1]","[3, 5]"
Cu2+,CC(C)(N)CN,2,"[10.25, 19.4]","[3, 5]"
Cu2+,CC(C)(N)[P](O)(O)=O,2,"[9.13, 16.64]","[3, 5]"
Cu2+,CC(C)(O)C(O)=O,2,"[2.87, 4.7]","[5, 3]"
Cu2+,CC(C)C(C(O)=O)C(O)=O,2,"[5.4, 9.02]","[5, 8]"
Cu2+,CC(C)C1=CC(=O)C(=CC=C1)O,2,"[-9.55, 18.3]","[11, 10]"
Cu2+,CC(C)CC(C(O)=O)C(O)=O,2,"[4.84, 7.92]","[9, 6]"
Cu2+,CC(C)C[C@H](N)C(=O)NO,2,"[10.83, 19.51]","[5, 9]"
Cu2+,CC(C)C[C@H](N)C(O)=O,2,"[8.14, 14.9]","[5, 7]"
Cu2+,CC(C)[C@H](N)C(N)=O,2,"[4.55, 8.14]","[4, 6]"
Cu2+,CC(C)[C@H](N)C(O)=O,2,"[8.1, 14.9]","[4, 6]"
Cu2+,CC(N)CCN,2,"[-17.08, 9.74]","[5, 2]"
Cu2+,CC(N)CN,2,"[10.54, 19.6]","[4, 2]"
Cu2+,CCC(=O)C(O)=O,2,"[2.15, 3.99]","[5, 6]"
Cu2+,CCC(C(O)=O)C(O)=O,2,"[4.92, 7.85]","[4, 7]"
Cu2+,CCC(CC)(C(O)=O)C(O)=O,2,"[4.96, 7.72]","[9, 6]"
Cu2+,CCC(N)C(O)=O,2,"[-14.8, 8.11]","[3, 5]"
Cu2+,CCC(N)CN,2,"[-19.47, 10.37]","[5, 3]"
Cu2+,CCCC(C(O)=O)C(O)=O,2,"[4.92, 8.14]","[5, 8]"
Cu2+,CCCC(CCC)(C(O)=O)C(O)=O,2,"[5.16, 8.3]","[8, 11]"
Cu2+,CCCCC(C(O)=O)C(O)=O,2,"[4.96, 8.23]","[9, 6]"
Cu2+,CCCCC(CCCC)(C(O)=O)C(O)=O,2,"[5.07, 8.14]","[13, 10]"
Cu2+,CCCC[C@H](N)C(O)=O,2,"[-14.9, 8.18]","[5, 7]"
Cu2+,CCCN(CCC[S](O)(=O)=O)c1ccc(N=O)c(O)c1,2,"[10.29, 18.91]","[18, 3]"
Cu2+,CCC[C@H](N)C(O)=O,2,"[-14.9, 8.14]","[4, 6]"
Cu2+,CCN(CC)C(=O)CCN,2,"[5.51, 10.7]","[9, 2]"
Cu2+,CCN(CC)C(=O)CN,2,"[6.18, 11.3]","[8, 2]"
Cu2+,CCN1C=CC(=O)C(=C1CC)O,2,"[10.74, 19.81]","[11, 2]"
Cu2+,CCNCCNCC,2,"[8.79, 14.3]","[5, 2]"
Cu2+,CCON=C(C)C=NO,2,"[9.03, 19.67]","[8, 7]"
Cu2+,CCSC[P](O)(O)=O,2,"[4.15, 7.28]","[6, 5]"
Cu2+,CC[C@H](C)[C@@H](N)C(O)=O,2,"[8.1, 15.06]","[5, 7]"
Cu2+,CC[C@H](C)[C@H](N)C(O)=O,2,"[8.14, 15.0]","[5, 7]"
Cu2+,CN(CC(=O)NCC(=O)NCC(O)=O)C(=O)CN,2,"[5.18, 9.92]","[17, 12]"
Cu2+,CN(CC(=O)NCC(O)=O)C(=O)CN,2,"[5.65, 10.23]","[13, 8]"
Cu2+,CN1C=CC(=O)C(=C1C)O,2,"[10.62, 19.61]","[9, 1]"
Cu2+,CN=C(NCCSCc1nc[nH]c1C)NC#N,2,"[-8.5, -4.1]","[9, 11]"
Cu2+,CNC(=O)[C@@H](N)CC(C)C,2,"[4.78, 8.89]","[5, 4]"
Cu2+,CNC(=O)[C@@H](N)CCSC,2,"[4.39, 8.16]","[5, 4]"
Cu2+,CNCCNC,2,"[9.94, 16.93]","[4, 1]"
Cu2+,CNCCSCCOCCSCCNC,2,"[9.15, 14.6]","[1, 13]"
Cu2+,CNCc1ccccn1,2,"[9.12, 15.7]","[1, 8]"
Cu2+,COC(=O)CN(C)C(=O)CN,2,"[5.18, 9.09]","[10, 5]"
Cu2+,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,"[8.5, 14.45]","[5, 9]"
Cu2+,CON=C(C)C=NO,2,"[-8.75, 19.3]","[7, 6]"
Cu2+,COc1ccc(NCC(O)=O)cc1,2,"[7.59, 14.16]","[9, 6]"
Cu2+,CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]cn1)C(O)=O,2,"[8.55, 14.6]","[9, 15]"
Cu2+,C[C@@H](O)[C@H](N)C(O)=O,2,"[7.99, 14.69]","[4, 6]"
Cu2+,C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(O)=O,2,"[5.01, 9.04]","[2, 21]"
Cu2+,C[C@H](N)C(=O)NO,2,"[-10.87, 19.9]","[2, 6]"
Cu2+,C[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[8.92, 15.61]","[2, 14]"
Cu2+,C[C@H](N)C(O)=O,2,"[8.11, 14.9]","[2, 4]"
Cu2+,C[C@H](O)[C@H](N)C(O)=O,2,"[7.59, 14.01]","[4, 6]"
Cu2+,C[C@](N)(CCC(O)=O)C(O)=O,2,"[-14.31, 7.97]","[2, 6]"
Cu2+,Cc1ccc(CNCCN)cc1,2,"[9.23, 16.8]","[9, 6]"
Cu2+,Cc1ccc(N)c(N)c1,2,"[4.74, 8.5]","[5, 7]"
Cu2+,Cc1ccc(cc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,2,"[7.49, 10.33]","[14, 19]"
Cu2+,Cc1ccc2ccc3ccc(C)nc3c2n1,2,"[5.2, 11.0]","[12, 15]"
Cu2+,Cc1ccc2ccc3cccnc3c2n1,2,"[7.4, 13.85]","[14, 11]"
Cu2+,Cc1ncc(CO)c(CN)c1O,2,"[10.2, 15.97]","[9, 2]"
Cu2+,NC(=O)[C@@H]1CCCN1,2,"[5.74, 10.36]","[7, 3]"
Cu2+,NC(C(O)C(O)C(O)CO)C(O)=O,2,"[8.07, 14.76]","[0, 11]"
Cu2+,NC(CO)C(=O)NCC(O)=O.O[P](O)([O-])=O,2,"[7.89, 11.6]","[0, 13]"
Cu2+,NC1(CCCC1)[P](O)(O)=O,2,"[8.46, 15.56]","[0, 8]"
Cu2+,NC1CONC1=O,2,"[6.29, 10.53]","[0, 4]"
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,2,"[5.88, 10.6]","[0, 25]"
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(O)=O,2,"[5.73, 10.16]","[0, 30]"
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(O)=O,2,"[6.57, 10.54]","[0, 27]"
Cu2+,NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,2,"[5.46, 9.61]","[0, 18]"
Cu2+,NCC(=O)NO,2,"[10.8, 19.92]","[0, 5]"
Cu2+,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,2,"[9.39, 15.96]","[0, 11]"
Cu2+,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[8.98, 16.1]","[0, 11]"
Cu2+,NCC(CN)(CN)CN.NCC(CN)(CN)CN,2,"[11.0, 19.43]","[17, 4]"
Cu2+,NCC(N)=O,2,"[5.35, 9.55]","[0, 3]"
Cu2+,NCC(N)CN,2,"[10.32, 19.51]","[5, 0]"
Cu2+,NCC(O)=O,2,"[8.19, 15.1]","[0, 3]"
Cu2+,NCC(O)CN,2,"[-14.77, 8.37]","[0, 5]"
Cu2+,NCCC(N)=O,2,"[5.1, 9.6]","[0, 4]"
Cu2+,NCCC(O)=O,2,"[7.08, 12.6]","[0, 4]"
Cu2+,NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CN)C(O)=O,2,"[16.44, 21.43]","[0, 20]"
Cu2+,NCCCN,2,"[9.7, 16.74]","[0, 4]"
Cu2+,NCCN,2,"[10.49, 19.6]","[0, 3]"
Cu2+,NCCNCCO.NCCNCCO,2,"[10.09, 17.62]","[7, 0]"
Cu2+,NCCNCCc1ccccc1,2,"[9.11, 16.49]","[0, 3]"
Cu2+,NCCNCc1ccccc1,2,"[9.12, 16.68]","[0, 3]"
Cu2+,NCCc1[nH]ccn1,2,"[9.85, 16.98]","[0, 7]"
Cu2+,NCCc1c[nH]cn1,2,"[9.57, 16.1]","[0, 7]"
Cu2+,NCCc1ccccn1,2,"[7.5, 13.1]","[0, 8]"
Cu2+,NCc1c[nH]cn1,2,"[-17.17, -9.22]","[0, 4]"
Cu2+,NCc1ccccn1,2,"[9.5, 17.2]","[0, 7]"
Cu2+,NNC(N)=S,2,"[6.23, 11.82]","[0, 1]"
Cu2+,NNC(N)=[Se],2,"[5.68, 11.14]","[0, 1]"
Cu2+,N[C@@H](CC(N)=O)C(O)=O,2,"[7.84, 14.4]","[0, 7]"
Cu2+,N[C@@H](CC(O)=O)C(O)=O,2,"[8.89, 15.89]","[0, 4]"
Cu2+,N[C@@H](CCC(N)=O)C(O)=O,2,"[7.7, 14.1]","[0, 8]"
Cu2+,N[C@@H](CCC(O)=O)C(O)=O,2,"[8.32, 14.92]","[0, 5]"
Cu2+,N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N2CCC[C@H]2C(=O)NCC(O)=O,2,"[4.83, 8.96]","[0, 32]"
Cu2+,N[C@@H](CCO)C(O)=O,2,"[7.97, 14.69]","[0, 6]"
Cu2+,N[C@@H](CC[S](O)(=O)=O)C(O)=O,2,"[7.92, 14.39]","[0, 9]"
Cu2+,N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O.O[P](O)([O-])=O,2,"[8.34, 12.4]","[0, 18]"
Cu2+,N[C@@H](CO)C(N)=O,2,"[4.61, 8.21]","[0, 3]"
Cu2+,N[C@@H](CO)C(O)=O,2,"[7.9, 14.5]","[0, 5]"
Cu2+,N[C@@H](CO[P](O)(O)=O)C(O)=O,2,"[9.5, 15.5]","[0, 5]"
Cu2+,N[C@@H](Cc1c[nH]cn1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(O)=O,2,"[8.81, 14.62]","[0, 27]"
Cu2+,N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,2,"[8.84, 15.2]","[0, 7]"
Cu2+,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,2,"[8.86, 15.12]","[0, 20]"
Cu2+,N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(O)=O,2,"[5.24, 9.21]","[0, 25]"
Cu2+,N[C@@H](Cc1ccccc1)C(N)=O,2,"[4.42, 7.84]","[0, 10]"
Cu2+,N[C@@H](Cc1ccccc1)C(O)=O,2,"[7.8, 14.7]","[0, 10]"
Cu2+,N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,2,"[7.0, 10.43]","[0, 3]"
Cu2+,N[C@H](CO)Cc1c[nH]cn1,2,"[-16.0, 9.35]","[0, 9]"
Cu2+,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,2,"[5.12, 8.85]","[0, 7]"
Cu2+,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,2,"[5.23, 9.02]","[0, 3]"
Cu2+,Nc1ccccc1N,2,"[4.45, 7.87]","[7, 0]"
Cu2+,Nc1ccccc1O,2,"[8.49, 15.52]","[0, 7]"
Cu2+,OC(=O)C(C(O)=O)c1ccccc1,2,"[4.54, 7.28]","[0, 5]"
Cu2+,OC(=O)C(O)=O,2,"[4.85, 8.85]","[4, 0]"
Cu2+,OC(=O)C1(CC1)C(O)=O,2,"[5.99, 9.61]","[0, 7]"
Cu2+,OC(=O)C1(CCC1)C(O)=O,2,"[5.01, 8.45]","[8, 0]"
Cu2+,OC(=O)C1(CCCC1)C(O)=O,2,"[4.89, 7.69]","[9, 0]"
Cu2+,OC(=O)C1(CCCCC1)C(O)=O,2,"[4.62, 7.24]","[0, 10]"
Cu2+,OC(=O)C1(O)CCCC1,2,"[2.8, 4.58]","[0, 4]"
Cu2+,OC(=O)CC(=C)C(O)=O,2,"[2.87, 3.9]","[0, 7]"
Cu2+,OC(=O)CC(O)=O,2,"[5.04, 7.8]","[0, 5]"
Cu2+,OC(=O)CCc1c[nH]cn1,2,"[4.51, 8.47]","[9, 0]"
Cu2+,OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,2,"[14.82, 19.4]","[4, 0]"
Cu2+,OC(=O)CN(CC(O)=O)CC(=O)c1ccccc1,2,"[9.22, 14.25]","[4, 0]"
Cu2+,OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,2,"[8.79, 14.1]","[4, 13]"
Cu2+,OC(=O)CN(CC(O)=O)Cc1occc1,2,"[9.9, 16.5]","[4, 7]"
Cu2+,OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,2,"[7.45, 13.13]","[0, 4]"
Cu2+,OC(=O)CNc1cccc2cccnc12,2,"[4.0, 8.1]","[13, 0]"
Cu2+,OC(=O)CNc1ccccc1,2,"[6.025, 10.925]","[0, 4]"
Cu2+,OC(=O)CNc1ccccc1C(O)=O.OC(=O)CNc2ccccc2C(O)=O,2,"[6.65, 9.5]","[12, 0]"
Cu2+,OC(=O)COCC(O)=O,2,"[-5.7, 3.95]","[0, 7]"
Cu2+,OC(=O)CSCC(O)=O,2,"[4.61, 7.5]","[7, 0]"
Cu2+,OC(=O)\C=C/C(O)=O,2,"[3.41, 5.2]","[6, 0]"
Cu2+,OC(=O)c1cccc(n1)C(O)=O,2,"[9.1, 16.4]","[8, 0]"
Cu2+,OC(=O)c1ccccc1C(O)=O,2,"[3.22, 5.5]","[0, 10]"
Cu2+,OC(=O)c1ccccn1,2,"[7.87, 14.78]","[8, 0]"
Cu2+,OC(C(O)C(O)=O)C(O)=O,2,"[3.52, 6.04]","[5, 8]"
Cu2+,OC(O)=O,2,"[-10.0, 6.0]","[0, 2]"
Cu2+,OCc1ccccn1,2,"[3.41, 6.23]","[7, 0]"
Cu2+,ON1C=CC=CC1=O,2,"[7.29, 13.06]","[0, 1]"
Cu2+,ON=Cc1ccccn1,2,"[10.91, 18.49]","[0, 8]"
Cu2+,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,2,"[-9.7, 12.8]","[11, 0]"
Cu2+,O[P](O)(=O)CCl,2,"[2.88, 5.32]","[2, 5]"
Cu2+,O[P](O)(=O)O[P](O)(O)=O,2,"[7.449999999999999, 10.725]","[0, 2]"
Cu2+,Oc1ccc(c2cccnc12)[S](O)(=O)=O,2,"[12.2, 22.4]","[0, 9]"
Cu2+,Oc1ccc(cc1C=O)[S](O)(=O)=O,2,"[4.975, 8.725]","[0, 10]"
Cu2+,Oc1cccc2cccnc12,2,"[12.0, 22.9]","[9, 0]"
Cu2+,SC#N,2,"[1.88, 3.0]","[0, 2]"
Cu2+,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14,2,"[-20.69, -10.9]","[10, 19]"
Cu2+,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,2,"[13.85, 18.5]","[4, 5]"
Cu2+,s1ccnc1c2ccccn2,2,"[5.72, 9.59]","[3, 10]"
Cu2+,CCOC(=O)CN,3,"[-12.7, -7.9, 4.04]","[6, 4, 0]"
Cu2+,Cc1c(C)c2cccnc2c3ncccc13,3,"[8.71, 15.7, 21.1]","[11, 8, 12]"
Cu2+,Cc1cc2cccnc2c3ncccc13,3,"[8.55, 15.0, 20.1]","[7, 10, 11]"
Cu2+,Cc1ccnc2c1ccc3c(C)ccnc23,3,"[8.76, 16.0, 22.0]","[4, 14, 3]"
Cu2+,Clc1ccc2ccc3cccnc3c2n1,3,"[5.07, 10.07, 13.9]","[11, 14, 0]"
Cu2+,NCCO,3,"[-11.9, -8.55, 4.5]","[0, 3, 2]"
Cu2+,[O-][N+](=O)c1cc2cccnc2c3ncccc13,3,"[8.0, 13.5, 17.7]","[12, 9, 13]"
Cu2+,[nH]1ccnc1c2ccccn2,3,"[7.94, 13.64, 16.92]","[10, 0, 3]"
Cu2+,[nH]1cnc(c1)c2ccccn2,3,"[8.76, 15.16, 18.41]","[10, 0, 2]"
Cu2+,c1ccc(nc1)c2ccccn2,3,"[8.12, 13.63, 17.0]","[11, 4, 5]"
Cu2+,c1ccncc1,3,"[2.54, 4.38, 5.7]","[3, 4, 2]"
Cu2+,c1cnc2c(c1)ccc3ncccc23,3,"[9.13, 15.84, 21.03]","[9, 2, 10]"
Cu2+,s1cnc(c1)c2ccccn2,3,"[7.13, 11.48, 14.75]","[10, 2, 1]"
Cu2+,C1CCNC1,4,"[6.4, 12.4, 17.8, 23.0]","[3, 2, 4, 1]"
Cu2+,CC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,4,"[4.3, 7.72, 10.2, 11.8]","[10, 12, 8, 3]"
Cu2+,Cc1c[nH]cn1,4,"[4.13, 7.62, 10.49, 12.45]","[5, 3, 1, 4]"
Cu2+,Cn1ccnc1,4,"[4.22, 7.76, 10.65, 12.86]","[1, 4, 5, 2]"
Cu2+,NC(CO)(CO)CO,4,"[4.05, 7.6, 11.1, 14.1]","[0, 5, 7, 3]"
Cu2+,OCc1c[nH]cn1,4,"[3.96, 7.26, 10.02, 12.2]","[6, 4, 0, 5]"
Cu2+,[nH]1cccn1,4,"[2.33, 4.23, 5.66, 6.6]","[4, 0, 2, 0]"
Cu2+,[nH]1ccnc1,4,"[4.21, 7.72, 10.57, 12.6]","[3, 0, 4, 1]"
Cu2+,[nH]1cnc2ccccc12,4,"[3.43, 6.41, 8.92, 10.9]","[2, 0, 1, 7]"
Mg2+,CC(=O)C(O)=O,1,[1.1],[4]
Mg2+,CC(=O)CN(CC(O)=O)CC(O)=O,1,[2.72],[4]
Mg2+,CC(C(O)=O)C(O)=O,1,[1.73],[6]
Mg2+,CC(C)(C(O)=O)C(O)=O,1,[1.55],[4]
Mg2+,CC(C)(N)[P](O)(O)=O,1,[2.01],[3]
Mg2+,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[10.04],[3]
Mg2+,CC(O)([P](O)(O)=O)[P](O)(O)=O,1,[6.949999999999999],[9]
Mg2+,CC(O)C(O)=O,1,[0.98],[4]
Mg2+,CC1=CN(C2CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O2)C(=O)NC1=O,1,[4.225],[21]
Mg2+,CCC(C(O)=O)C(O)=O,1,[1.62],[7]
Mg2+,CCCCCCCCCCCCCC1=C(C)C(=O)c2c(OC)cc(OC)c(O)c2O1,1,[4.4],[27]
Mg2+,CCCCO[P]([O-])(=O)O[P]([O-])([O-])=O,1,[3.41],[12]
Mg2+,CCCCO[P]([O-])([O-])=O,1,[1.69],[8]
Mg2+,CCCN(CCC[S](O)(=O)=O)c1ccc(N=O)c(O)c1,1,[2.16],[18]
Mg2+,CCOC[P](O)(O)=O,1,[1.95],[6]
Mg2+,CC[P](O)(O)=O,1,[1.85],[4]
Mg2+,CO[P]([O-])(=O)O[P]([O-])([O-])=O,1,[3.29],[9]
Mg2+,C[P](O)(O)=O,1,[1.86],[2]
Mg2+,Cc1cc(ccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[3.37],[23]
Mg2+,Cc1ccc(N(CC(O)=O)CC(O)=O)c(c1)N(CC(O)=O)CC(O)=O,1,[7.38],[12]
Mg2+,Cc1cccc(CN(CC(O)=O)CC(O)=O)n1,1,[3.1],[7]
Mg2+,Cc1ncc(C[n+]2csc(CCO[P](O)(=O)O[P](O)(O)=O)c2C)c(N)n1,1,[-3.23],[24]
Mg2+,NC(=O)CCN(CC(O)=O)CC(O)=O,1,[3.79],[5]
Mg2+,NC(CO)C(=O)NCC(O)=O.O[P](O)([O-])=O,1,[1.93],[0]
Mg2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[4.245],[14]
Mg2+,NC1=NC(=O)N(C=C1)C2OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C2O,1,[0.09499999999999997],[19]
Mg2+,NC1=NC(=O)c2ncn(C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O)c2N1,1,[4.29],[24]
Mg2+,NCC(=O)NC(CO)C(=O)NCC(O)=O.O[P](O)([O-])=O,1,[1.79],[0]
Mg2+,NCC(=O)NC(CO[P](O)(O)=O)C(O)=O,1,[1.86],[0]
Mg2+,NCC(O)=O,1,[1.66],[0]
Mg2+,NCCC(=O)NC(Cc1[nH]cnc1)C(O)=O,1,[3.1],[0]
Mg2+,NCCCCC1CNCCNCCNCCNCCNC1,1,[2.5],[0]
Mg2+,NCCCC[C@H](NC(=O)[C@@H](N)CO)C(O)=O.O[P](O)([O-])=O,1,[1.63],[0]
Mg2+,NCCC[P](O)(O)=O,1,[2.01],[0]
Mg2+,NCCS,1,[2.3],[0]
Mg2+,NO[P](O)(=O)C(c1ccccc1)[P](O)(O)=O,1,[7.39],[0]
Mg2+,N[C@@H](CC(O)=O)C(O)=O,1,[2.4],[0]
Mg2+,N[C@@H](CCC(O)=O)C(O)=O,1,[1.9],[0]
Mg2+,N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(O)=O.O[P](O)([O-])=O,1,[2.09],[0]
Mg2+,N[C@@H](CO[P](O)(O)=O)C(O)=O,1,[2.2],[0]
Mg2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[4.28],[0]
Mg2+,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(O)=O)C(O)C3O,1,[3.2866666666666666],[0]
Mg2+,OC(=O)C(=C)O[P](O)(O)=O,1,[2.26],[0]
Mg2+,OC(=O)C1(CCC1)C(O)=O,1,[2.11],[8]
Mg2+,OC(=O)CC(=O)C(O)=O,1,[1.02],[0]
Mg2+,OC(=O)CC(CC(O)=O)C(O)=O,1,[2.115],[7]
Mg2+,OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,1,[6.01],[5]
Mg2+,OC(=O)CC(O)(CC(O)=O)C(O)=O,1,[3.53],[0]
Mg2+,OC(=O)CC(O)=O,1,[2.05],[0]
Mg2+,OC(=O)CCC(O)=O,1,[1.355],[0]
Mg2+,OC(=O)CCCC(O)=O,1,[1.2],[7]
Mg2+,OC(=O)CN(CC(O)=O)C1C(=O)NC(=O)NC1=O,1,[8.25],[4]
Mg2+,OC(=O)CN(CC(O)=O)CC(=O)c1ccccc1,1,[3.06],[4]
Mg2+,OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,1,[2.8],[4]
Mg2+,OC(=O)CN(CC(O)=O)Cc1ccccn1,1,[3.99],[4]
Mg2+,OC(=O)CN(CC(O)=O)c1cc(ccc1C(O)=O)C(O)=O,1,[4.14],[16]
Mg2+,OC(=O)CN(CC(O)=O)c1ccc(Cl)cc1N(CC(O)=O)CC(O)=O,1,[6.16],[7]
Mg2+,OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,1,[2.75],[0]
Mg2+,OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,1,[2.0],[0]
Mg2+,OC(=O)CN(CC(O)=O)c1ccccc1,1,[1.17],[7]
Mg2+,OC(=O)CN(CC(O)=O)c1ccccc1C(O)=O,1,[4.01],[16]
Mg2+,OC(=O)CN(CC(O)=O)c1ccccc1N(CC(O)=O)CC(O)=O,1,[6.84],[7]
Mg2+,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[8.875],[7]
Mg2+,OC(=O)CNCCNCC(O)=O,1,[3.95],[7]
Mg2+,OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,1,[5.25],[15]
Mg2+,OC(=O)COCC(O)=O,1,[1.7],[7]
Mg2+,OC(=O)COc1ccccc1,1,[0.61],[0]
Mg2+,OC(=O)[P](O)(O)=O,1,[4.11],[0]
Mg2+,OC(=O)c1ccccn1,1,[2.21],[8]
Mg2+,OC(C(CC(O)=O)C(O)=O)C(O)=O,1,[2.605],[8]
Mg2+,OC(CC(O)=O)C(O)=O,1,[1.71],[4]
Mg2+,OC(CNC(C(O)=O)C(O)=O)CNC(C(O)=O)C(O)=O,1,[3.96],[12]
Mg2+,OC1=CC=CC=CC1=O,1,[3.82],[0]
Mg2+,OC1C(O)C(O)(CO[P](O)(O)=O)OC1CO[P](O)(O)=O,1,[2.7],[9]
Mg2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[4.255],[14]
Mg2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)n2cnc3C(=O)N=CNc23,1,[4.26],[14]
Mg2+,OC1C(O)C(OC1CO[P](O)(=O)O[P](O)(O)=O)N2C=CC(=O)NC2=O,1,[-0.16500000000000004],[10]
Mg2+,OCC(O)=O,1,[0.92],[3]
Mg2+,OCC(O)C(O)=O,1,[0.86],[5]
Mg2+,OCC(O[P](O)(=O)O[P](O)(O)=O)C(O)=O,1,[2.8266666666666667],[13]
Mg2+,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[7.0],[6]
Mg2+,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,1,[0.7],[11]
Mg2+,OC[P](O)(O)=O,1,[1.92],[3]
Mg2+,O[C@@H]([C@H](O)C(O)=O)C(O)=O,1,[1.505],[8]
Mg2+,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,1,[1.58],[5]
Mg2+,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,1,[2.54],[11]
Mg2+,O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O,1,[0.7250000000000001],[0]
Mg2+,O[P](O)(=O)CCl,1,[1.59],[2]
Mg2+,O[P](O)(=O)O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,1,[6.53],[2]
Mg2+,O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,1,[6.213333333333334],[6]
Mg2+,O[P](O)(=O)O[P](O)(=O)O[P](O)([O-])=O,1,[4.24],[2]
Mg2+,O[P](O)(=O)O[P](O)(O)=O,1,[5.45],[2]
Mg2+,O[P](O)([O-])=O,1,[2.6525],[2]
Mg2+,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,1,[2.41],[0]
Mg2+,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1,1,[1.29],[11]
