metal_ion,SMILES,pKa_num,pKa_value,predicted_positions
Co2+,OCCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,1,[14.5],[6]
Co2+,OCCN(CCO)c1cc(ccc1C(O)=O)C(O)=O,1,[2.35],[14]
Co2+,OCCNCCc1ccccn1,1,[5.3],[11]
Co2+,OC[C@H]1O[C@H](O[P](O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,1,[2.15],[7]
Co2+,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3C(=O)NC(=O)Nc23,1,[1.65],[9]
Co2+,OCc1ccccn1,1,[2.1],[7]
Co2+,OP(O)O,1,[2.93],[2]
Co2+,O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@@H](O)C=O,1,[2.0],[5]
Co2+,O[C@H]([C@@H](O)C(O)=O)C(O)=O,1,[5.52],[5]
Co2+,O[P](O)(=O)C1CCCCN1,1,[5.1],[0]
Co2+,O[P](O)(=O)CCl,1,[-1.89],[0]
Co2+,O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,1,[7.1933333333333325],[2]
Co2+,O[P](O)(=O)O[P](O)(O)=O,1,[6.73],[2]
Co2+,O[P](O)([O-])=O,1,[3.88],[0]
Co2+,Oc1c(cc(c2cccnc12)[S](O)(=O)=O)[N+]([O-])=O,1,[4.97],[0]
Co2+,Oc1cccc[n+]1[O-],1,[4.9],[6]
Co2+,[O-][N+](=O)c1ccc(O[P]([O-])([O-])=O)cc1,1,[1.65],[11]
Co2+,[O-][P]([O-])(=O)O[P]([O-])(=O)Oc1ccccc1,1,[3.68],[11]
Co2+,[O-][P]([O-])(=O)Oc1cccc2ccccc12,1,[1.68],[13]
Co2+,[O-][P]([O-])(=O)Oc1ccccc1,1,[1.94],[6]
Co2+,[O-][n+]1ccccc1S,1,[4.8],[7]
Co2+,CC(=O)CN(CC(O)=O)CC(O)=O,2,"[6.37, 10.87]","[4, 7]"
Co2+,CC(=O)N[C@@H](C(O)=O)C(C)(C)S,2,"[4.63, 10.1]","[6, 11]"
Co2+,CC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[2.35, 4.15]","[10, 12]"
Co2+,CC(C)(N)[P](O)(O)=O,2,"[5.19, 10.27]","[3, 6]"
Co2+,CC(C)C1=CC(=O)C(=CC=C1)O,2,"[5.8, 10.8]","[11, 8]"
Co2+,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,2,"[2.1, 3.9]","[5, 18]"
Co2+,CC(C)C[C@H](NC(=O)[C@@H](C)N)C(O)=O,2,"[2.57, 4.57]","[10, 12]"
Co2+,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,2,"[2.37, 3.28]","[9, 18]"
Co2+,CCC(N)C(O)=O,2,"[-7.7, 4.23]","[3, 5]"
Co2+,CCCC[C@H](N)C(O)=O,2,"[-7.79, 4.26]","[5, 7]"
Co2+,CCC[C@H](N)C(O)=O,2,"[-7.71, 4.22]","[4, 6]"
Co2+,CC[C@H](C)[C@@H](N)C(O)=O,2,"[4.1, 7.46]","[5, 7]"
Co2+,CC[C@H](C)[C@H](N)C(O)=O,2,"[-8.93, -4.59]","[5, 7]"
Co2+,CN1C=CC(=O)C(=C1C)O,2,"[6.6, 11.73]","[9, 1]"
Co2+,CNCCc1c[nH]cn1,2,"[4.45, 7.25]","[8, 1]"
Co2+,CNCc1ccccn1,2,"[5.1, 8.94]","[1, 8]"
Co2+,COC(=O)[C@@H](N)Cc1c[nH]cn1,2,"[-7.72, 4.42]","[5, 9]"
Co2+,COc1ccc(NCC(O)=O)cc1,2,"[3.96, 7.11]","[9, 6]"
Co2+,CSCC[C@H](NC(=O)CN)C(O)=O,2,"[-5.76, 3.08]","[9, 11]"
Co2+,CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,2,"[2.43, 3.8]","[9, 18]"
Co2+,C[C@@H](O)[C@H](N)C(O)=O,2,"[4.36, 7.93]","[4, 6]"
Co2+,C[C@H](N)C(=O)NO,2,"[-9.39, -4.74]","[2, 6]"
Co2+,C[C@H](N)C(=O)N[C@@H](C)C(O)=O,2,"[2.58, 4.42]","[2, 9]"
Co2+,C[C@H](N)C(=O)N[C@H](C)C(O)=O,2,"[2.74, 4.75]","[2, 9]"
Co2+,C[C@H](O)[C@H](N)C(O)=O,2,"[4.13, 7.17]","[4, 6]"
Co2+,Cc1ccc2ccc3ccc(C)nc3c2n1,2,"[4.2, 7.0]","[15, 12]"
Co2+,Cc1ncc(CO)c(CN)c1O,2,"[5.09, 9.6]","[9, 11]"
Co2+,NC(C(O)C(O)C(O)CO)C(O)=O,2,"[4.35, 8.04]","[0, 11]"
Co2+,NC1CONC1=O,2,"[3.4, 5.9]","[0, 4]"
Co2+,NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,2,"[3.01, 5.5]","[0, 15]"
Co2+,NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,2,"[3.38, 6.57]","[0, 11]"
Co2+,NCCC(O)=O,2,"[3.58, 6.14]","[0, 4]"
Co2+,NCCNCc1ccccn1,2,"[8.49, 16.1]","[0, 3]"
Co2+,NCCO,2,"[2.2, 3.53]","[0, 3]"
Co2+,NCc1cccc(n1)c2cccc(CN)n2,2,"[10.16, 15.82]","[0, 14]"
Co2+,NO[P](O)(=O)C(c1ccccc1)[P](O)(O)=O,2,"[10.63, 15.72]","[0, 3]"
Co2+,N[C@@H](CC(O)=O)C(O)=O,2,"[5.95, 10.23]","[0, 4]"
Co2+,N[C@@H](CCC(N)=O)C(O)=O,2,"[4.05, 7.28]","[0, 8]"
Co2+,N[C@@H](CCC(O)=O)C(O)=O,2,"[4.56, 7.86]","[0, 5]"
Co2+,N[C@@H](CCO)C(O)=O,2,"[-7.81, 4.3]","[0, 6]"
Co2+,N[C@@H](CO)C(O)=O,2,"[4.35, 7.8]","[0, 5]"
Co2+,N[C@@H](CO[P](O)(O)=O)C(O)=O,2,"[5.35, 9.09]","[0, 6]"
Co2+,N[C@@H](CS)C(=O)NCC(O)=O,2,"[6.65, 13.29]","[0, 3]"
Co2+,N[C@@H](Cc1c[nH]cn1)C(=O)NCC(O)=O,2,"[5.2, 9.28]","[0, 7]"
Co2+,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc2ccccc2)C(O)=O,2,"[5.25, 9.47]","[0, 20]"
Co2+,N[C@@H](Cc1c[nH]cn1)C(N)=O,2,"[4.53, 8.21]","[0, 7]"
Co2+,N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O,2,"[2.12, 4.14]","[0, 14]"
Co2+,N[C@@H](Cc1ccccc1)C(O)=O,2,"[3.99, 7.5]","[0, 10]"
Co2+,N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,2,"[-2.5, 5.7]","[0, 9]"
Co2+,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,2,"[-2.3, 4.95]","[0, 3]"
Co2+,OC(=O)C(O)=O,2,"[3.84, 6.05]","[0, 4]"
Co2+,OC(=O)C1(CCC1)C(O)=O,2,"[2.22, 3.2]","[0, 8]"
Co2+,OC(=O)C1(O)CCCC1,2,"[1.57, 2.6]","[0, 4]"
Co2+,OC(=O)CC(O)=O,2,"[2.92, 4.49]","[5, 0]"
Co2+,OC(=O)CC(S)C(O)=O,2,"[-11.2, 6.8]","[0, 5]"
Co2+,OC(=O)CN(CC(O)=O)CC(=O)c1ccccc1,2,"[6.99, 11.84]","[4, 7]"
Co2+,OC(=O)CN(CC(O)=O)CC(=O)c1sccc1,2,"[6.93, 11.9]","[4, 13]"
Co2+,OC(=O)CNc1ccc(cc1)[S](O)(=O)=O,2,"[4.01, 6.78]","[0, 4]"
Co2+,OC(=O)CNc1cccc2cccnc12,2,"[3.7, 7.5]","[13, 0]"
Co2+,OC(=O)CNc1ccccc1,2,"[3.89, 7.04]","[0, 4]"
Co2+,OC(=O)CS,2,"[5.84, 12.15]","[4, 0]"
Co2+,OC(=O)CSCC(O)=O,2,"[3.51, 6.19]","[7, 0]"
Co2+,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)[S](O)(=O)=O,2,"[5.84, 9.77]","[9, 0]"
Co2+,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,2,"[6.72, 9.34]","[11, 0]"
Co2+,SC#N,2,"[1.39, 2.02]","[0, 2]"
Co2+,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=C(c3cccnc3C2=O)[S]([O-])(=O)=O)c4ccccc14,2,"[-14.82, -6.97]","[19, 10]"
Co2+,c1ccc(cc1)c2c3ccccc3c(c4ccccc4)c5ccccc25,2,"[8.05, 13.85]","[4, 5]"
Co2+,c1ccncc1,2,"[1.22, 1.8]","[3, 5]"
Co2+,CC(=O)NO,3,"[4.99, 8.91, 11.57]","[4, 3, 2]"
Co2+,CCCN(CCC[S](O)(=O)=O)c1ccc(N=O)c(O)c1,3,"[-26.56, -19.0, -9.08]","[18, 3, 8]"
Co2+,CCN1C=CC(=O)C(=C1CC)O,3,"[6.84, 11.81, 15.77]","[11, 2, 0]"
Co2+,C[C@H](N)C(O)=O,3,"[-9.7, -7.8, 4.31]","[2, 4, 1]"
Co2+,Cc1c(C)c2cccnc2c3ncccc13,3,"[7.47, 15.5, 23.6]","[8, 11, 7]"
Co2+,Cc1cc2cccnc2c3ncccc13,3,"[7.14, 14.0, 20.6]","[7, 10, 11]"
Co2+,Cc1ccc2ccc3cccnc3c2n1,3,"[5.1, 10.0, 13.9]","[11, 14, 10]"
Co2+,Cc1ccnc(c1)c2cc(C)ccn2,3,"[6.4, 11.3, 16.6]","[13, 4, 12]"
Co2+,Cc1ccnc2c1ccc3c(C)ccnc23,3,"[8.08, 16.1, 24.5]","[4, 14, 13]"
Co2+,NCC(=O)NO,3,"[5.6, 10.03, 12.45]","[0, 5, 4]"
Co2+,NCC(O)=O,3,"[4.67, 8.46, 10.9]","[0, 3, 0]"
Co2+,NCCN,3,"[5.5, 10.1, 13.4]","[0, 3, 1]"
Co2+,NCCc1[nH]ccn1,3,"[5.56, 9.58, 12.3]","[0, 7, 4]"
Co2+,NCCc1c[nH]cn1,3,"[5.08, 8.75, 10.8]","[0, 7, 5]"
Co2+,NCc1ccccn1,3,"[5.5, 10.13, 13.7]","[0, 7, 6]"
Co2+,N[C@@H](CC(N)=O)C(O)=O,3,"[4.53, 8.07, 9.96]","[0, 7, 4]"
Co2+,ON1C=CC=CC1=O,3,"[4.85, 8.83, 11.57]","[0, 1, 0]"
Co2+,Oc1ccc(c2cccnc12)[S](O)(=O)=O,3,"[8.11, 15.06, 20.42]","[9, 0, 12]"
Co2+,[Na+].OC([O-])=O.Oc1c(I)cc(c2cccnc12)[S](O)(=O)=O,3,"[7.3, 13.6, 18.6]","[5, 1, 18]"
Co2+,[O-][N+](=O)c1cc2cccnc2c3ncccc13,3,"[6.3, 11.8, 16.5]","[12, 9, 13]"
Co2+,[nH]1ccnc1c2ccccn2,3,"[5.26, 10.05, 13.87]","[10, 0, 3]"
Co2+,[nH]1cnc(c1)c2ccccn2,3,"[5.81, 11.32, 15.71]","[2, 0, 10]"
Co2+,c1ccc(nc1)c2ccccn2,3,"[5.8, 11.3, 16.0]","[11, 4, 5]"
Co2+,c1cnc2c(c1)ccc3ncccc23,3,"[7.1, 13.7, 19.68]","[2, 9, 1]"
Co2+,s1cnc(c1)c2ccccn2,3,"[5.0, 9.35, 13.1]","[10, 2, 9]"
Co2+,Cn1ccnc1,4,"[-5.32, -4.25, 2.29, 6.7]","[4, 1, 5, 0]"
Co2+,[nH]1ccnc1,4,"[2.44, 4.34, 5.76, 6.7]","[3, 0, 4, 1]"
Cu2+,C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4,1,[20.2],[24]
Cu2+,C(CNCc1c[nH]cn1)NCc2c[nH]cn2,1,[16.5],[15]
Cu2+,C(COCCNCc1c[nH]cn1)NCc2c[nH]cn2,1,[15.94],[11]
Cu2+,C(CSSCCNCc1c[nH]cn1)NCc2c[nH]cn2,1,[13.38],[12]
Cu2+,C(c1ccccc1)c2ccccn2,1,[0.8],[12]
Cu2+,C1CCNCCNCCNCCNCC1,1,[-19.25],[3]
Cu2+,C1CN(CCN1)CCNCCN2CCNCC2,1,[10.56],[14]
Cu2+,C1CNCCCN(Cc2c[nH]cn2)NC1,1,[15.58],[2]
Cu2+,C1CNCCCN(Cc2cc[nH]n2)NC1,1,[14.89],[2]
Cu2+,C1CNCCSCCOCCSCCN1,1,[13.3],[14]
Cu2+,C1CSCCCSCCCSCCCSC1,1,[2.2],[10]
Cu2+,C1CSCCCSCCSCCCSC1,1,[3.17],[2]
Cu2+,C1CSCCSCCCSCCSC1,1,[4.34],[9]
Cu2+,C1CSCCSCCSCCS1,1,[3.48],[2]
Cu2+,C1CSCCSCCSCCSC1,1,[3.41],[2]
Cu2+,C1CSCCSCCSCCSCCS1,1,[4.18],[2]
Cu2+,C=CCCCc1ccccn1,1,[2.0],[10]
Cu2+,C=CCCc1ccccn1,1,[2.1],[9]
Cu2+,C=CCc1ccccn1,1,[1.8],[8]
Cu2+,C=Cc1ccccn1,1,[1.72],[7]
Cu2+,C=Cc1ccncc1,1,[2.73],[5]
Cu2+,CC(=C/C(O)=O)/C(O)=O,1,[3.4],[7]
Cu2+,CC(=O)CC(C)(C)NCCNC(C)(C)CC(C)=O,1,[8.56],[10]
Cu2+,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,1,[2.2],[8]
Cu2+,CC(=O)[C@H]1CC[C@@]2(O)[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,1,[23.67],[7]
Cu2+,CC(C(O)=O)C(=O)C(O)=O,1,[5.83],[3]
Cu2+,CC(C)(C)[P](O)(O)=O,1,[4.14],[5]
Cu2+,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,1,[4.59],[3]
Cu2+,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCC(O)=O,1,[5.27],[3]
Cu2+,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(N)=O,1,[4.42],[3]
Cu2+,CC(C)(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,1,[5.41],[3]
Cu2+,CC(C)(N)C(=O)NC(C)(C)C(N)=O,1,[4.67],[3]
Cu2+,CC(C)(N)C(=O)NC(C)(C)C(O)=O,1,[6.03],[3]
Cu2+,CC(C)(NC(=O)CN)C(=O)NCC(O)=O,1,[5.55],[7]
Cu2+,CC(C)(NC(=O)CNC(=O)CN)C(=O)NCC(O)=O,1,[5.18],[11]
Cu2+,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc2ccc(O)cc2)C(O)=O,1,[8.97],[28]
Cu2+,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,1,[7.21],[60]
Cu2+,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,1,[4.63],[5]
Cu2+,CC(C)C[C@@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,1,[4.68],[5]
Cu2+,CC(C)C[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,1,[5.7],[17]
Cu2+,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,1,[4.47],[5]
Cu2+,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(O)=O,1,[4.89],[5]
Cu2+,CC(C)C[C@H](N)C(=O)NCC(=O)N[C@H](CC(C)C)C(O)=O,1,[4.87],[5]
Cu2+,CC(C)C[C@H](N)C(=O)NCC(O)=O,1,[4.79],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(O)=O,1,[5.62],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(O)=O,1,[4.68],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,1,[4.43],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,1,[4.94],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@H](C)C(O)=O,1,[5.56],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@H](CC(C)C)C(=O)NCC(O)=O,1,[4.83],[5]
Cu2+,CC(C)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,1,[5.07],[5]
Cu2+,CC(C)C[C@H](NC(=O)CN)C(=O)NCC(O)=O,1,[5.37],[9]
Cu2+,CC(C)C[C@H](NC(=O)CN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,1,[9.6],[9]
Cu2+,CC(C)C[C@H](NC(=O)CNC(=O)CN)C(O)=O,1,[5.1],[13]
Cu2+,CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CN)C(O)=O,1,[5.66],[17]
Cu2+,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(O)=O,1,[-5.45],[9]
Cu2+,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,1,[4.7],[9]
Cu2+,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CN)C(O)=O,1,[5.38],[17]
Cu2+,CC(C)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,1,[4.86],[8]
Cu2+,CC(C)[C@H](N)C(=O)NCC(=O)NCC(O)=O,1,[4.32],[4]
Cu2+,CC(C)[C@H](N)C(=O)NCC(O)=O,1,[4.87],[4]
Cu2+,CC(C)[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,1,[5.2],[4]
Cu2+,CC(C)[C@H](N)C(=O)N[C@@H](C)C(O)=O,1,[5.61],[4]
Cu2+,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,1,[5.35],[4]
Cu2+,CC(C)[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,1,[5.31],[4]
Cu2+,CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,1,[4.65],[8]
Cu2+,CC(CC(C)(C)NCCNC(C)(C)CC(C)=NO)=NO,1,[13.24],[19]
Cu2+,CC(CN(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,1,[19.82],[3]
Cu2+,CC(N)C(=O)NC(C)(C)C(=O)NC(C)(C)C(O)=O,1,[5.8],[2]
Cu2+,CC(N)C(=O)NC(C)(C)C(N)=O,1,[4.42],[2]
Cu2+,CC(N)CC(C)(C)NCCNC(C)(C)CC(C)N,1,[22.41],[17]
Cu2+,CC(O)([P](O)(O)=O)[P](O)(O)=O,1,[11.84],[5]
Cu2+,CC(O)=S,1,[3.9],[2]
Cu2+,CC(O)Cc1ccccn1,1,[2.25],[9]
Cu2+,CC(Oc1ccccc1)C(O)=O,1,[1.1],[10]
Cu2+,CC12CCC(O)CC1CCC3C2CCC4(C)C3CC[C@]4(O)C(=O)CO,1,[7.73],[24]
Cu2+,CC1=CN(C2CC(O)C(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)O2)C(=O)NC1=O,1,[5.85],[21]
Cu2+,CCC(Oc1ccccc1)C(O)=O,1,[1.34],[11]
Cu2+,CCC1C(=O)NCCNCCNCCNCCNC1=O,1,[13.08],[8]
Cu2+,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@@]3(O)[C@H]2C=C(C)C3=O)[C@@H]4C(C)(C)[C@]14OC(C)=O,1,[15.94],[25]
Cu2+,CCCCCCCCCCCCCC1=C(C)C(=O)c2c(OC)cc(OC)c(O)c2O1,1,[9.24],[27]
Cu2+,CCCCO[P]([O-])(=O)O[P]([O-])([O-])=O,1,[5.59],[7]
Cu2+,CCCCO[P]([O-])([O-])=O,1,[3.12],[8]
Cu2+,CCCCSCC(O)=O,1,[1.95],[7]
Cu2+,CCCC[Se]CC(O)=O,1,[1.95],[7]
Cu2+,CCCc1ccccn1,1,[-2.2],[8]
Cu2+,CCOC[P](O)(O)=O,1,[3.73],[6]
Cu2+,CCOc1ccc(C(O)=O)c(c1)C(O)=O.CCOc2ccc(C(O)=O)c(c2)C(O)=O,1,[3.25],[8]
Cu2+,CCSCCSCCCSCCSCC,1,[2.18],[2]
Cu2+,CC[C@H](C)[C@H](N)C(=O)NCC(O)=O,1,[4.75],[5]
Cu2+,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CC(C)C)C(O)=O,1,[4.96],[9]
Cu2+,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc4ccccc4)C(O)=O,1,[10.2],[36]
Cu2+,CC[C@H](C)[C@H](NC(=O)[C@H](N)CC(C)C)C(O)=O,1,[4.96],[9]
Cu2+,CC[P](O)(O)=O,1,[3.6],[4]
Cu2+,CN(C)CCc1c[nH]cn1,1,[6.56],[1]
Cu2+,CN(C)c1ccc(cc1)N=Nc2ccccn2,1,[5.21],[16]
Cu2+,CN(C)c1cccc2c1cccc2[S](=O)(=O)NCCNCC(O)COc3cccc4ccccc34,1,[7.3],[19]
Cu2+,CN(CC(=O)NCC(O)=O)C(=O)CNC(=O)CN,1,[5.13],[17]
Cu2+,CN(CC(O)=O)C(=O)CNC(=O)CN,1,[7.0],[13]
Cu2+,CN(CC(O)=O)C(=O)CNC(=O)CNC(=O)CN,1,[5.28],[17]
Cu2+,CN(CCN1CCNCC1)CCN2CCNCC2,1,[9.46],[15]
Cu2+,CN(O)C(C)=O,1,[14.48],[2]
Cu2+,CN1CCCN(C)CCN(C)CCCN(C)CC1,1,[18.3],[5]
Cu2+,CN1CCCN2CCN(C)CCN(C)CCN(C)CCN(CCC1)CCN(C)CC2,1,[16.02],[8]
Cu2+,CN1CCN(C)CCN(C)CCN(C)CC1,1,[18.37],[4]
Cu2+,CN1CCN(C)CCN(CCN(C)CCN(CCN(C)CC1)Cc2ccccn2)Cc3ccccn3,1,[15.36],[35]
Cu2+,CN1CCN(CC1)CCN(C)CCN2CCN(C)CC2,1,[8.0],[1]
Cu2+,CN1CCN2CCCSCCCN(CC1)CCN(C)CC2,1,[18.2],[1]
Cu2+,CN1CCNCCN(C)CCN(C)CCN(C)CCNCC1,1,[20.49],[4]
Cu2+,CN1CCNCCNCCN(C)CCNCCNCC1,1,[22.49],[14]
Cu2+,CN1CCSCCN(C)CCSCC1,1,[12.1],[1]
Cu2+,CNC(=O)[C@H](CCSC)NC(=O)[C@@H](N)Cc1ccccc1,1,[4.23],[13]
Cu2+,CNC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O,1,[7.4],[20]
Cu2+,CNCC(=O)NCC(=O)NCC(=O)NCC(O)=O,1,[5.0],[1]
Cu2+,CNCC(=O)NCC(O)=O,1,[5.32],[1]
Cu2+,CNCCCNCCCN,1,[12.94],[9]
Cu2+,CNCCNCCN.CNCCNCCN,1,[15.32],[15]
Cu2+,CNCCSCCNC,1,[8.12],[1]
Cu2+,CNCCc1c[nH]cn1,1,[8.35],[8]
Cu2+,COC(=O)CN,1,[3.83],[5]
Cu2+,COC(=O)CNC(=O)CN,1,[4.11],[9]
Cu2+,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](C)N,1,[8.18],[24]
Cu2+,COC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]2CCC(=O)N2,1,[4.11],[10]
Cu2+,CO[P]([O-])([O-])=O,1,[2.82],[5]
Cu2+,COc1ccc(C(O)=O)c(c1)C(O)=O.COc2ccc(C(O)=O)c(c2)C(O)=O,1,[3.32],[12]
Cu2+,COc1ccc(N)c(N)c1,1,[6.6],[6]
Cu2+,COc1cccc(SCC(O)=O)c1,1,[1.65],[10]
Cu2+,COc1ccccc1C(O)=O,1,[1.6],[9]
Cu2+,COc1ccccc1SCC(O)=O,1,[1.84],[11]
Cu2+,COc1ccccc1[Se]CC(O)=O,1,[1.65],[11]
Cu2+,CSCCSCCCSCCSC,1,[1.97],[8]
Cu2+,CSCC[C@H](N)C(=O)NCC(O)=O,1,[5.04],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@@H](C(C)C)C(O)=O,1,[4.96],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@@H](CCSC)C(O)=O,1,[5.07],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,1,[8.75],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,1,[4.76],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@H](C(C)C)C(O)=O,1,[5.01],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@H](CCSC)C(O)=O,1,[5.12],[5]
Cu2+,CSCC[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(O)=O,1,[4.93],[5]
Cu2+,CSCC[C@H](NC(=O)CN)C(O)=O,1,[5.69],[9]
Cu2+,CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(O)=O,1,[4.97],[9]
Cu2+,CSCc1ccccn1,1,[3.27],[8]
Cu2+,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,1,[11.22],[6]
Cu2+,C[C@@H](NC(=O)[C@@H]1CCCN1)C(O)=O,1,[6.48],[9]
Cu2+,C[C@@H](O)[C@H](N)C(=O)NCC(O)=O,1,[5.1],[4]
Cu2+,C[C@@H](O)[C@H](NC(=O)CN)C(O)=O,1,[5.57],[8]
Cu2+,C[C@@](CCC(O)=O)(NC(=O)c1ccc(cc1)[N+]([O-])=O)C(O)=O.CC(CCC(O)=O)(NC(=O)c2ccc(cc2)[N+]([O-])=O)C(O)=O,1,[2.1],[5]
Cu2+,C[C@@](CCC(O)=O)(NC(=O)c1ccccc1)C(O)=O,1,[2.2],[5]
Cu2+,C[C@H](N)C(=O)NC(C)(C)C(O)=O,1,[5.6],[2]
Cu2+,C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,1,[8.11],[2]
Cu2+,C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(O)=O,1,[-5.4],[2]
Cu2+,C[C@H](N)C(=O)NCC(=O)NCC(=O)NCC(O)=O,1,[5.08],[2]
Cu2+,C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O,1,[8.43],[2]
Cu2+,C[C@H](N)C(=O)NCC(=O)NCC(O)=O,1,[4.78],[2]
Cu2+,C[C@H](N)C(=O)NCC(O)=O,1,[5.27],[2]
